Original,Character,Dialogue,Wordcount
"Galuf: Still, if the road is blocked, that makes things a sight more difficult...",Galuf,"Still, if the road is blocked, that makes things a sight more difficult...",13
Bartz: Hrm...,Bartz,Hrm...,1
Lenna: ...,Lenna,...,1
Lenna: I won't give up. There must be a way to reach the Wind Shrine!,Lenna,I won't give up. There must be a way to reach the Wind Shrine!,14
Galuf: Right! And we'll find it!,Galuf,Right! And we'll find it!,5
Bartz: All right! Let's ride!,Bartz,All right! Let's ride!,4
Lenna: I don't remember there being a cave here...,Lenna,I don't remember there being a cave here...,8
"Bartz: Probably opened up during one of those quakes. Boko, I think this is gonna be a little too dangerous for chocobos. You stay here, okay?",Bartz,"Probably opened up during one of those quakes. Boko, I think this is gonna be a little too dangerous for chocobos. You stay here, okay?",25
Boko: Kweh!,Boko,Kweh!,1
Bartz: What's that spring?,Bartz,What's that spring?,3
Bartz: Aha! So that's how you get in!,Bartz,Aha! So that's how you get in!,7
Bartz: What's that?,Bartz,What's that?,2
Bartz: That ship just now... How was it sailing with the wind so weak?,Bartz,That ship just now... How was it sailing with the wind so weak?,13
Bartz: This is a pirate hideout...meaning that ship we saw must've been a pirate ship!,Bartz,This is a pirate hideout...meaning that ship we saw must've been a pirate ship!,14
Lenna: I wonder if they would give us a ride?,Lenna,I wonder if they would give us a ride?,9
"Bartz: Um, I think the only ride they'd be interested in would be a keel-haul for all three of us.",Bartz,"Um, I think the only ride they'd be interested in would be a keel-haul for all three of us.",19
Galuf: Yeah...you can't ask a favor from a pirate! That's why we'll just sneak on and steal their ship!,Galuf,Yeah...you can't ask a favor from a pirate! That's why we'll just sneak on and steal their ship!,18
Bartz: Whoa! You're pretty gutsy for an old-timer.,Bartz,Whoa! You're pretty gutsy for an old-timer.,7
"Bartz: Yo-ho-ho, and stuff! Time to cast off!",Bartz,"Yo-ho-ho, and stuff! Time to cast off!",7
"Galuf: ...Well? ""Cast off"" means start sailing, kid.",Galuf,"...Well? ""Cast off"" means start sailing, kid.",7
Bartz: I know that! The wheel won't even budge. How do you work this thing?,Bartz,I know that! The wheel won't even budge. How do you work this thing?,14
Faris: Try working anything and there'll be the devil to pay!,Faris,Try working anything and there'll be the devil to pay!,10
"Faris: Trying to steal my ship, are you? You've a lot of brass... ...or mayhap you're just lacking in brains! I'd wager it's the latter.",Faris,"Trying to steal my ship, are you? You've a lot of brass... ...or mayhap you're just lacking in brains! I'd wager it's the latter.",24
Lenna: Wait! I am Princess Lenna of Tycoon. Please accept my apologies for attempting to commandeer your ship.,Lenna,Wait! I am Princess Lenna of Tycoon. Please accept my apologies for attempting to commandeer your ship.,17
Bartz: Wha? Princess...,Bartz,Wha? Princess...,2
Galuf: ...of Tycoon!?,Galuf,...of Tycoon!?,2
"Lenna: Sir, this is a formal request from the kingdom of Tycoon. Please, allow us the use of your vessel. I must get to the Wind Shrine - my father is in danger!",Lenna,"Sir, this is a formal request from the kingdom of Tycoon. Please, allow us the use of your vessel. I must get to the Wind Shrine - my father is in danger!",32
"Faris: Oho, the princess of Tycoon, here on my ship? I'm sure we could fetch a good price for this one.",Faris,"Oho, the princess of Tycoon, here on my ship? I'm sure we could fetch a good price for this one.",20
"Bartz: Hey! Leave her alone, you degenerate, lecherous, piratey...pirate!",Bartz,"Hey! Leave her alone, you degenerate, lecherous, piratey...pirate!",8
"Lenna: I beg of you, please...",Lenna,"I beg of you, please...",5
Faris: That pendant...!,Faris,That pendant...!,2
Faris: ...Toss the lot of 'em into the brig!,Faris,...Toss the lot of 'em into the brig!,8
"Pirates: Aye-aye, Cap'n!",Pirates,"Aye-aye, Cap'n!",2
"Galuf: Well, this is a fine how-do-you-do. What genius came up with the idea to steal a pirate ship, anyway?",Galuf,"Well, this is a fine how-do-you-do. What genius came up with the idea to steal a pirate ship, anyway?",19
"Bartz: Look in the mirror, Pops.",Bartz,"Look in the mirror, Pops.",5
"Galuf: ...Ohh, my aching head! I can't remember a thing!",Galuf,"...Ohh, my aching head! I can't remember a thing!",9
"Bartz: ...And your amnesia oh-so-conveniently returns. Still...I can't believe you're really the princess of Tycoon, Lenna!",Bartz,"...And your amnesia oh-so-conveniently returns. Still...I can't believe you're really the princess of Tycoon, Lenna!",15
Lenna: I'm sorry... I didn't intend to keep it a secret.,Lenna,I'm sorry... I didn't intend to keep it a secret.,10
"Bartz: It's not that big a deal. But, if you're the princess, why were you going to the Wind Shrine all alone?",Bartz,"It's not that big a deal. But, if you're the princess, why were you going to the Wind Shrine all alone?",21
"Lenna: My father is there. He hadn't been gone long when the wind slowed down to almost nothing... I just can't shake the feeling that something terrible is happening. I slipped out alone to head to the shrine, but then that meteorite fell, and...you know the rest.",Lenna,"My father is there. He hadn't been gone long when the wind slowed down to almost nothing... I just can't shake the feeling that something terrible is happening. I slipped out alone to head to the shrine, but then that meteorite fell, and...you know the rest.",46
Faris: Why does the princess of Tycoon have the same pendant as I do?,Faris,Why does the princess of Tycoon have the same pendant as I do?,13
Faris: She said her father's at the Wind Shrine...,Faris,She said her father's at the Wind Shrine...,8
"Faris: Prepare to cast off, lads. Set a course for the Wind Shrine.",Faris,"Prepare to cast off, lads. Set a course for the Wind Shrine.",12
Pirate: But Cap'n... What about the landlubbers?,Pirate,But Cap'n... What about the landlubbers?,6
Faris: Untie 'em.,Faris,Untie 'em.,2
"Faris: I meant, sometime today!",Faris,"I meant, sometime today!",4
Lenna: But...why?,Lenna,But...why?,1
Faris: I reconsidered your request. You can go back into the brig if you'd rather. Pull anchor! We sail for the Wind Shrine!,Faris,I reconsidered your request. You can go back into the brig if you'd rather. Pull anchor! We sail for the Wind Shrine!,22
Pirates: ...,Pirates,...,1
Faris: Hey! Something wrong with your ears? I hope I don't have to repeat myself!,Faris,Hey! Something wrong with your ears? I hope I don't have to repeat myself!,14
Faris: Well!?,Faris,Well!?,1
"Pirates: Aye...aye-aye, Cap'n!",Pirates,"Aye...aye-aye, Cap'n!",2
Lenna: But the wind stopped... How can the ship move?,Lenna,But the wind stopped... How can the ship move?,9
"Faris: Full of curiosity, aren't you, lass? Syldra! Come up and say hello!",Faris,"Full of curiosity, aren't you, lass? Syldra! Come up and say hello!",12
"Faris: Beautiful, isn't she? Syldra and I were raised together. We're close as siblings.",Faris,"Beautiful, isn't she? Syldra and I were raised together. We're close as siblings.",13
"Faris: All right, we're off!",Faris,"All right, we're off!",4
"Pirate: Captain, shall I sail 'er to the Wind Shrine for ye?",Pirate,"Captain, shall I sail 'er to the Wind Shrine for ye?",11
Pirates: Grog! Grog!,Pirates,Grog! Grog!,2
Faris: Think I'll stop in and have a drink as well.,Faris,Think I'll stop in and have a drink as well.,10
"Bartz: Hold on, I'll go check on him.",Bartz,"Hold on, I'll go check on him.",7
"Galuf: Bartz, what've you got that goofy look for?",Galuf,"Bartz, what've you got that goofy look for?",8
"Bartz: Uh...nothing, I didn't see anything! Must've been a trick of the light or something...",Bartz,"Uh...nothing, I didn't see anything! Must've been a trick of the light or something...",14
"Galuf: For crying out loud, shove over and lemme see!",Galuf,"For crying out loud, shove over and lemme see!",9
Galuf: Great Caesar's ghost! Just gorgeous...sure haven't felt like that in a spell!,Galuf,Great Caesar's ghost! Just gorgeous...sure haven't felt like that in a spell!,12
Lenna: What in the word are you two going on about?,Lenna,What in the word are you two going on about?,10
"Faris: *yawn* Ahh...slept like a babe, I did...",Faris,"*yawn* Ahh...slept like a babe, I did...",7
Faris: What're you two gawking at? Get ahold of yourselves.,Faris,What're you two gawking at? Get ahold of yourselves.,9
"Faris: I need a little time to myself. So shove off, you!",Faris,"I need a little time to myself. So shove off, you!",11
"Lenna: Mmm...I'm pretty sure that this is Zok's house, but...",Lenna,"Mmm...I'm pretty sure that this is Zok's house, but...",9
Bartz: Someone you know?,Bartz,Someone you know?,3
Lenna: Yes. He built the Torna Canal.,Lenna,Yes. He built the Torna Canal.,6
Lenna: Looks like Zok isn't home...,Lenna,Looks like Zok isn't home...,5
"Bartz: Okay then, let's check again later.",Bartz,"Okay then, let's check again later.",6
Faris: Oho? Trying to give me the slip? I think not.,Faris,Oho? Trying to give me the slip? I think not.,10
Chancellor: Princess Lenna!,Chancellor,Princess Lenna!,2
Lenna: What's happened? What's the matter?,Lenna,What's happened? What's the matter?,5
"Chancellor: The wind suddenly stopped, and now there are monsters in the shrine!",Chancellor,"The wind suddenly stopped, and now there are monsters in the shrine!",12
Lenna: What about Father!?,Lenna,What about Father!?,3
Chancellor: The king went up to the top floor... He has yet to return.,Chancellor,The king went up to the top floor... He has yet to return.,13
Scholar: Something must have happened to him...,Scholar,Something must have happened to him...,6
"Faris: The crystal's up on the top floor, right? Won't hurt to go up and take a look.",Faris,"The crystal's up on the top floor, right? Won't hurt to go up and take a look.",17
Lenna: Faris... Come on!,Lenna,Faris... Come on!,3
Bartz: Incoming!,Bartz,Incoming!,1
Lenna: The crystal-,Lenna,The crystal-,2
Bartz: It's shattered!,Bartz,It's shattered!,2
Bartz: What the-,Bartz,What the-,2
Bartz: What...,Bartz,What...,1
Faris: What's happening?,Faris,What's happening?,2
Galuf: Feels warm...,Galuf,Feels warm...,2
Lenna: Are these the crystals' essences?,Lenna,Are these the crystals' essences?,5
King Tycoon: Le...nna...,King Tycoon,Le...nna...,1
Lenna: Father!,Lenna,Father!,1
"King Tycoon: Listen, and listen well. You four are the chosen ones, the warriors of light...bearers of the four crystal essences.",King Tycoon,"Listen, and listen well. You four are the chosen ones, the warriors of light...bearers of the four crystal essences.",19
Lenna: Father... What do you mean?,Lenna,Father... What do you mean?,5
King Tycoon: The wind crystal has already shattered. The other three crystals are in danger as well. You four must protect them! An evil presence is awakening... One that wishes to return everything to darkness...,King Tycoon,The wind crystal has already shattered. The other three crystals are in danger as well. You four must protect them! An evil presence is awakening... One that wishes to return everything to darkness...,33
Lenna: Father!,Lenna,Father!,1
"King Tycoon: Go forth, Light Warriors! Save the crystals...",King Tycoon,"Go forth, Light Warriors! Save the crystals...",7
"Lenna: Wait- No, Father!!!",Lenna,"Wait- No, Father!!!",3
Lenna: ...What are these?,Lenna,...What are these?,3
Bartz: Guess they're pieces of the crystal...,Bartz,Guess they're pieces of the crystal...,6
Bartz: The crystal... it's lending us its power...,Bartz,The crystal... it's lending us its power...,7
"Galuf: ...For now, let's get out of here.",Galuf,"...For now, let's get out of here.",7
Faris: Lenna...,Faris,Lenna...,1
Lenna: ...There should be a warp panel to the outside behind the altar.,Lenna,...There should be a warp panel to the outside behind the altar.,12
"Zok: Ohhh, Princes Lenna!",Zok,"Ohhh, Princes Lenna!",3
Lenna: Zok! It is good to see you.,Lenna,Zok! It is good to see you.,7
Zok: Yes... It's been a long time.,Zok,Yes... It's been a long time.,6
"Lenna: Zok...I have a favor to ask. We must go to Walse, so we need to pass through the Torna Canal.",Lenna,"Zok...I have a favor to ask. We must go to Walse, so we need to pass through the Torna Canal.",20
"Zok: Oh, dead. Ever since the wind crystal was destroyed, the beasts in the canal have multiplied like rabbits! It is much too dangerous to enter! Moreover... I-I seem to have lost the key to the canal somewhere... I'm sorry I cannot help you with the key. Still, since you've come all this way, won't you at least stay the night?",Zok,"Oh, dead. Ever since the wind crystal was destroyed, the beasts in the canal have multiplied like rabbits! It is much too dangerous to enter! Moreover... I-I seem to have lost the key to the canal somewhere... I'm sorry I cannot help you with the key. Still, since you've come all this way, won't you at least stay the night?",60
"Zok: Wonderful. Then, follow me!",Zok,"Wonderful. Then, follow me!",4
"Bartz: The crystals... Now that I think of it, they're the reason Dad...",Bartz,"The crystals... Now that I think of it, they're the reason Dad...",12
"Dorgann: The crystals must be protected at any cost! Stella - if anything should happen to me, never tell Bartz about the crystals... They aren't his burden to bear.",Dorgann,"The crystals must be protected at any cost! Stella - if anything should happen to me, never tell Bartz about the crystals... They aren't his burden to bear.",28
"Stella: Oh, darling...please don't say things like that...",Stella,"Oh, darling...please don't say things like that...",7
Lenna: ... ...Father...I'll protect the crystals...promise...,Lenna,... ...Father...I'll protect the crystals...promise...,5
"Zok: What's the matter, Bartz?",Zok,"What's the matter, Bartz?",4
"Bartz: Nothing... I just was reminded of my folks... They died a while back, though...",Bartz,"Nothing... I just was reminded of my folks... They died a while back, though...",14
Zok: ...Here. Take it.,Zok,...Here. Take it.,3
Bartz: Huh? Take what?,Bartz,Huh? Take what?,3
"Zok: The key to the canal. With it, you can open the gate and travel to Walse. I was worried about Lenna, so I hid the key, but... Please! Take care of her!",Zok,"The key to the canal. With it, you can open the gate and travel to Walse. I was worried about Lenna, so I hid the key, but... Please! Take care of her!",32
Pirates: Captain! Wait up!,Pirates,Captain! Wait up!,3
"Faris: Sorry, lads. I'm leaving you laggards behind.",Faris,"Sorry, lads. I'm leaving you laggards behind.",7
Pirates: Cap'n! But why!? You know we'd follow ye to th' ends of th' earth!,Pirates,Cap'n! But why!? You know we'd follow ye to th' ends of th' earth!,14
"Faris: I know, and I thank you for it. But not this time.",Faris,"I know, and I thank you for it. But not this time.",12
Pirates: Cap'n!!!,Pirates,Cap'n!!!,1
"Faris: This smells of a long journey... While I'm gone, I need you louts to guard the hideout. We can't just let anyone raid our booty!",Faris,"This smells of a long journey... While I'm gone, I need you louts to guard the hideout. We can't just let anyone raid our booty!",25
"Pirates: But, Cap'n!",Pirates,"But, Cap'n!",2
Faris: Please.,Faris,Please.,1
Pirates: ...,Pirates,...,1
"Pirates: Aye-aye, sir!",Pirates,"Aye-aye, sir!",2
"Pirates: Wind at your back, Cap'n. Godspeed!",Pirates,"Wind at your back, Cap'n. Godspeed!",6
"Bartz: Lenna, what's wrong?",Bartz,"Lenna, what's wrong?",3
"Lenna: The wind crystal has shattered... Right now, the only difference is that the wind has slowed... But soon, it will stop blowing completely. And in a few years, the air will grow stagnant, and the birds won't have any place to fly... Father said that we had to protect the three remaining crystals.",Lenna,"The wind crystal has shattered... Right now, the only difference is that the wind has slowed... But soon, it will stop blowing completely. And in a few years, the air will grow stagnant, and the birds won't have any place to fly... Father said that we had to protect the three remaining crystals.",53
Bartz: ... Three crystals?,Bartz,... Three crystals?,3
"Lenna: Yes, the crystals of fire, water, and earth.",Lenna,"Yes, the crystals of fire, water, and earth.",8
"Bartz: If those were lost too, then...",Bartz,"If those were lost too, then...",6
"Lenna: At first, nothing would happen. But it wouldn't be very long before the earth began to decay... the seas dirtied and rivers ceased to flow, fires lost their heat and the world became dark and cold... It really would become an unlivable world...",Lenna,"At first, nothing would happen. But it wouldn't be very long before the earth began to decay... the seas dirtied and rivers ceased to flow, fires lost their heat and the world became dark and cold... It really would become an unlivable world...",43
Galuf: We've gotta protect the crystals!,Galuf,We've gotta protect the crystals!,5
Bartz: Huh? Did that trigger any of your memories?,Bartz,Huh? Did that trigger any of your memories?,8
Galuf: Nope... Doesn't matter. I'm still gonna help!,Galuf,Nope... Doesn't matter. I'm still gonna help!,7
"Faris: Well said, old man. I'm coming along too. Plus, we still have to find Lenna's father.",Faris,"Well said, old man. I'm coming along too. Plus, we still have to find Lenna's father.",16
Bartz: King Tycoon? But he disappeared into thin air.,Bartz,King Tycoon? But he disappeared into thin air.,8
"Faris: He still lives, I feel it in my bones! Never for a moment believe otherwise!",Faris,"He still lives, I feel it in my bones! Never for a moment believe otherwise!",15
Lenna: Bartz... Will you come with us?,Lenna,Bartz... Will you come with us?,6
"Bartz: Before, I was just coming along for the ride... But seeing everyone here...",Bartz,"Before, I was just coming along for the ride... But seeing everyone here...",13
Lenna: The crystal shards...,Lenna,The crystal shards...,3
"Bartz: We were given power to protect the world... The power of the wind crystal... ... ... ... That's it, I'm in! We've got some crystals to save!",Bartz,"We were given power to protect the world... The power of the wind crystal... ... ... ... That's it, I'm in! We've got some crystals to save!",27
Galuf: Sure enough! Let's be off!,Galuf,Sure enough! Let's be off!,5
Galuf: Bartz! Where in tarnation did you get that key?,Galuf,Bartz! Where in tarnation did you get that key?,9
Bartz: Does it matter? Let's get going!,Bartz,Does it matter? Let's get going!,6
Bartz: Hey...what's that?,Bartz,Hey...what's that?,2
Lenna: Oh no...the sealed monster...,Lenna,Oh no...the sealed monster...,4
Faris: Thundering typhoons! The rudder's not responding!,Faris,Thundering typhoons! The rudder's not responding!,6
"Galuf: You'd better figure something out fast, 'cause we're getting sucked in-",Galuf,"You'd better figure something out fast, 'cause we're getting sucked in-",11
"Faris: Syldra, what's wrong!?",Faris,"Syldra, what's wrong!?",3
"Bartz: Look alive, something's coming!",Bartz,"Look alive, something's coming!",4
Faris: Syldra!,Faris,Syldra!,1
"Bartz: ...I'm sure she's okay. She's a fighter, and you know it.",Bartz,"...I'm sure she's okay. She's a fighter, and you know it.",11
Faris: Syldra!!!,Faris,Syldra!!!,1
"Faris: Lemme go! I said, get off! Syldra!!!",Faris,"Lemme go! I said, get off! Syldra!!!",7
Bartz: How's Faris?,Bartz,How's Faris?,2
Galuf: As well as can be expected. We should leave him be.,Galuf,As well as can be expected. We should leave him be.,11
Bartz: The ship is just drifting with the current...,Bartz,The ship is just drifting with the current...,8
Galuf: Wonder where we'll end up?,Galuf,Wonder where we'll end up?,5
"Lenna: Faris... Syldra is- Surely Syldra is still out there, alive, somewhere...",Lenna,"Faris... Syldra is- Surely Syldra is still out there, alive, somewhere...",11
Faris: ...,Faris,...,1
Bartz: Where is this?,Bartz,Where is this?,3
Faris: The graveyard of the sea...,Faris,The graveyard of the sea...,5
Lenna: A gathering place for ruined and scuttled ships...and a nest for the undead.,Lenna,A gathering place for ruined and scuttled ships...and a nest for the undead.,13
Galuf: Brrrrr. All the more reason to hotfoot it out of here!,Galuf,Brrrrr. All the more reason to hotfoot it out of here!,11
Faris: Do we have to go this way? We'll get soaked...,Faris,Do we have to go this way? We'll get soaked...,10
"Bartz: What, are you going to melt or something? Come on!",Bartz,"What, are you going to melt or something? Come on!",10
Bartz: I'm soaked... Yow! There's a fish in my shorts!,Bartz,I'm soaked... Yow! There's a fish in my shorts!,9
Lenna: This room seems safe enough... Let's take a rest.,Lenna,This room seems safe enough... Let's take a rest.,9
Lenna: I'm going to change into dry clothes... No peeking!,Lenna,I'm going to change into dry clothes... No peeking!,9
"Bartz: Okay, time to get dry!",Bartz,"Okay, time to get dry!",5
Faris: I'm fine like this...don't worry about me.,Faris,I'm fine like this...don't worry about me.,7
"Galuf: Are you crazy, boy? You'll catch pneumonia in those wet things!",Galuf,"Are you crazy, boy? You'll catch pneumonia in those wet things!",11
"Faris: Hey, what're you doing? Get away! Don't touch-",Faris,"Hey, what're you doing? Get away! Don't touch-",8
Lenna: What's all the commotion?,Lenna,What's all the commotion?,4
Bartz: Yeow! Lenna- this- he-,Bartz,Yeow! Lenna- this- he-,4
"Galuf: Oh, my stars and comets! HE'S A SHE!",Galuf,"Oh, my stars and comets! HE'S A SHE!",8
Faris: Well- maybe I am! You got a problem with it!?,Faris,Well- maybe I am! You got a problem with it!?,10
"Lenna: Of course not... Just, why were you trying to hide it?",Lenna,"Of course not... Just, why were you trying to hide it?",11
"Faris: When I was just a lad- er, lass, a pirate band took me in. I've been one of them ever since.",Faris,"When I was just a lad- er, lass, a pirate band took me in. I've been one of them ever since.",21
"Bartz: Yeah, so?",Bartz,"Yeah, so?",2
"Faris: Well, would YOU want to be the only girl on a ship full of pirates?",Faris,"Well, would YOU want to be the only girl on a ship full of pirates?",15
"Bartz: ...Ah, right. Yeah.",Bartz,"...Ah, right. Yeah.",3
Galuf: Haw! I knew from the start that you were too pretty to be a man! *whew...*,Galuf,Haw! I knew from the start that you were too pretty to be a man! *whew...*,16
Faris: Anyhowmake fun of me for really being a woman and I'll shiver your timbers but good!,Faris,Anyhow—make fun of me for really being a woman and I'll shiver your timbers but good!,16
Bartz: Uh...okay...,Bartz,Uh...okay...,1
"Faris: That's right, it's okay! Now, I'm turning in, and you louts had best do the same!",Faris,"That's right, it's okay! Now, I'm turning in, and you louts had best do the same!",16
"Faris: Ahhh, slept like a log! Rise and shine, dullards! Time's a-wasting!",Faris,"Ahhh, slept like a log! Rise and shine, dullards! Time's a-wasting!",11
"Faris: Hey, old man! That's enough lollygagging from the likes of you! On your feet! Let's go!",Faris,"Hey, old man! That's enough lollygagging from the likes of you! On your feet! Let's go!",16
"Galuf: Bah... If you aren't gonna dress like a girland you should, a real shame to hide such assetsy'could at least talk like one...",Galuf,"Bah... If you aren't gonna dress like a girl—and you should, a real shame to hide such assets—y'could at least talk like one...",23
Bartz: Heh... No point in trying to change her... Faris is who she is!,Bartz,Heh... No point in trying to change her... Faris is who she is!,13
Lenna: That's for certain!,Lenna,That's for certain!,3
"Bartz: Something's fishy about this place, and it ain't cod...",Bartz,"Something's fishy about this place, and it ain't cod...",9
Stella: Bartz... Come closer...,Stella,Bartz... Come closer...,3
Bartz: Mom?,Bartz,Mom?,1
"King Tycoon: Come here, honey...",King Tycoon,"Come here, honey...",3
Lenna: Father!,Lenna,Father!,1
Faris: Lenna!? ...ah...,Faris,Lenna!? ...ah...,2
"Girl: Grandpa, over here...",Girl,"Grandpa, over here...",3
Galuf: Who's that? I just can't remember...,Galuf,Who's that? I just can't remember...,6
Siren: Just let us have your soul... become one of us!,Siren,Just let us have your soul... become one of us!,10
Galuf: Demon! What are you?,Galuf,Demon! What are you?,4
