Original,Character,Dialogue,Wordcount
"OLD MAN:Don't worry. It'll all come back to you...in time, that is.",Old Man,"Don't worry. It'll all come back to you...in time, that is.",11
OLD MAN:Impressive! I've never heard of anyone recovering this fast...!,Old Man,Impressive! I've never heard of anyone recovering this fast...!,9
SOLDIER:Open up! Give us back the girl and the Empire's Magitek Armor!!,Soldier,Open up! Give us back the girl and the Empire's Magitek Armor!!,12
SOLDIER:Open this door! We want that girl! She's an officer of the Empire!,Soldier,Open this door! We want that girl! She's an officer of the Empire!,13
TERRA:Empire...? Magitek Armor...?,Terra,Empire...? Magitek Armor...?,3
"OLD MAN:Look, I have to get you out of here! I don't have time to explain!",Old Man,"Look, I have to get you out of here! I don't have time to explain!",15
OLD MAN:Over here!,Old Man,Over here!,2
OLD MAN:Make your way out through the mines! I'll keep these brutes occupied!,Old Man,Make your way out through the mines! I'll keep these brutes occupied!,12
"KEFKA:My sweet little magic user...! Uweee, he, he! With this Slave Crown I'll practically OWN you!!",Kefka,"My sweet little magic user...! Uweee, he, he! With this Slave Crown I'll practically OWN you!!",16
"KEFKA:Uwee, hee, hee! Good! Burn up everything!",Kefka,"Uwee, hee, hee! Good! Burn up everything!",7
"GESTAHL:We stand on the brink of a major breakthrough! In the days to come, we'll witness a total revival of magic!",Gestahl,"We stand on the brink of a major breakthrough! In the days to come, we'll witness a total revival of magic!",21
"GESTAHL:It is our destiny, and ours alone, to take this mystic force and claim what is rightfully ours!",Gestahl,"It is our destiny, and ours alone, to take this mystic force and claim what is rightfully ours!",18
"GESTAHL:With our new-found power, nothing can stand in our way!",Gestahl,"With our new-found power, nothing can stand in our way!",10
OLD MAN:Took you long enough! How goes the robbing and plundering trade?,Old Man,Took you long enough! How goes the robbing and plundering trade?,11
LOCKE:I PREFER the term treasure hunting!,Locke,I PREFER the term treasure hunting!,6
OLD MAN:Ha! Semantic nonsense!,Old Man,Ha! Semantic nonsense!,3
LOCKE:There's a HUGE difference!,Locke,There's a HUGE difference!,4
"LOCKE:Anyway, were you the one who sent for me?",Locke,"Anyway, were you the one who sent for me?",9
OLD MAN:Yeah. There's a girl I'd like you to meet.,Old Man,Yeah. There's a girl I'd like you to meet.,9
"LOCKE:......!? This better not have anything to do with that Magitek-riding, imperial...witch!!!",Locke,"......!? This better not have anything to do with that Magitek-riding, imperial...witch!!!",12
"OLD MAN:Imperial troops are pursuing her even as we speak. This town is no match for the Empire. Our independence can only be assured if we join forces with the Returners, an underground resistance movement. That girl wasn't responsible for her actions. We must get her to understand our dilemma!",Old Man,"Imperial troops are pursuing her even as we speak. This town is no match for the Empire. Our independence can only be assured if we join forces with the Returners, an underground resistance movement. That girl wasn't responsible for her actions. We must get her to understand our dilemma!",49
LOCKE:All right... I think we'd better help her...,Locke,All right... I think we'd better help her...,8
"OLD MAN:Agreed. Make your way first to Figaro, and talk to the king.",Old Man,"Agreed. Make your way first to Figaro, and talk to the king.",12
GUARD:Now we gotcha!,Guard,Now we gotcha!,3
LOCKE:Wonderful... There's a whole bunch of 'em...,Locke,Wonderful... There's a whole bunch of 'em...,7
LOCKE:Moogles...! Are you saying you want to help me?,Locke,Moogles...! Are you saying you want to help me?,9
MOOGLE:Use us to save Terra from the guards! Need more information?,Moogle,Use us to save Terra from the guards! Need more information?,11
"LOCKE:Thanks, Moogles! We're in your debt!",Locke,"Thanks, Moogles! We're in your debt!",6
LOCKE:I think this switch'll...,Locke,I think this switch'll...,4
LOCKE:Eh? You back with us now?!,Locke,Eh? You back with us now?!,6
TERRA:You...saved me?,Terra,You...saved me?,2
LOCKE:Save your thanks for the Moogles!,Locke,Save your thanks for the Moogles!,6
TERRA:Uhh...I can't remember anything...past or present...,Terra,Uhh...I can't remember anything...past or present...,6
LOCKE:You have amnesia?!,Locke,You have amnesia?!,3
TERRA:A man said my memory would come back...,Terra,A man said my memory would come back...,8
LOCKE:Give it time. You're safe with me! I give you my word!,Locke,Give it time. You're safe with me! I give you my word!,12
"LOCKE:I won't leave you until your memory returns!! By the way, this secret entrance might be useful some day. Don't forget about it!",Locke,"I won't leave you until your memory returns!! By the way, this secret entrance might be useful some day. Don't forget about it!",23
"MAN:You mean, THIS young woman...?!",Man,"You mean, THIS young woman...?!",5
TERRA:Who do you think you are?,Terra,Who do you think you are?,6
MAN:How rude of me to turn my back to a lady!,Man,How rude of me to turn my back to a lady!,11
"EDGAR:I am Edgar, King of Figaro.LOCKE:Surprised someone like me knows a king?",Edgar,"I am Edgar, King of Figaro. LOCKE Surprised someone like me knows a king?",12
LOCKE:Talk to you later!,Locke,Talk to you later!,4
"EDGAR:So...you're an Imperial soldier! No problem. Figaro and the Empire are allies! Please, relax while you're here. It's not in my blood to harm a lady.",Edgar,"So...you're an Imperial soldier! No problem. Figaro and the Empire are allies! Please, relax while you're here. It's not in my blood to harm a lady.",26
"TERRA:Look, why are you helping me? Is it because of my...abilities?",Terra,"Look, why are you helping me? Is it because of my...abilities?",11
"EDGAR:I'll give you 3 reasons: First of all, your beauty has captivated me! Second...I'm dying to know if I'm your type...",Edgar,"I'll give you 3 reasons First of all, your beauty has captivated me! Second...I'm dying to know if I'm your type...",21
"TERRA:......? What's with you, anyway?",Terra,"......? What's with you, anyway?",5
EDGAR:Guess my technique's getting a bit rusty...,Edgar,Guess my technique's getting a bit rusty...,7
TERRA:Hmm...I suppose a normal girl would have found him dashing. But I'm hardly...normal...,Terra,Hmm...I suppose a normal girl would have found him dashing. But I'm hardly...normal...,13
MATRON:Edgar has a twin brother. He was such a nice boy...,Matron,Edgar has a twin brother. He was such a nice boy...,11
"YOUTH:Brother, What's wrong with father? What's all this talk of his successor?",Youth,"Brother, What's wrong with father? What's all this talk of his successor?",12
EDGAR:Are you blind? Look how thin his face has become!,Edgar,Are you blind? Look how thin his face has become!,10
YOUTH:?......What is it?,Youth,?......What is it?,3
"MATRON:Yes... His name is Sabin. Oh, he looked so like his father! When he ran away, he was a sweet little child. I wonder what he's like now?",Matron,"Yes... His name is Sabin. Oh, he looked so like his father! When he ran away, he was a sweet little child. I wonder what he's like now?",28
EDGAR:Well? How do you like my castle?,Edgar,Well? How do you like my castle?,7
EDGAR:Probably Kefka!,Edgar,Probably Kefka!,2
KEFKA:Phooey! Emperor Gestahl's stupid orders!,Kefka,Phooey! Emperor Gestahl's stupid orders!,5
"KEFKA:Edgar, you pinhead! Why do you have to live in the middle of nowhere? These recon jobs are the pits!",Kefka,"Edgar, you pinhead! Why do you have to live in the middle of nowhere? These recon jobs are the pits!",20
KEFKA:Ahem...there's SAND on my boots!,Kefka,Ahem...there's SAND on my boots!,5
"SOLDIERS:Yes, Sir! All set, Sir!",Soldiers,"Yes, Sir! All set, Sir!",5
KEFKA:Outta my way!,Kefka,Outta my way!,3
"EDGAR:What brings Kefka, humble servant of Emperor Gestahl, into our lowly presence?",Edgar,"What brings Kefka, humble servant of Emperor Gestahl, into our lowly presence?",12
KEFKA:A girl of no importance recently escaped from us. We heard she found refuge here...,Kefka,A girl of no importance recently escaped from us. We heard she found refuge here...,15
"EDGAR:Hmm...this wouldn't have anything to do with this ""witch"" everyone's been whispering about, would it?",Edgar,"Hmm...this wouldn't have anything to do with this ""witch"" everyone's been whispering about, would it?",15
KEFKA:Lies! She...merely stole something of minor value. Is she here?,Kefka,Lies! She...merely stole something of minor value. Is she here?,10
EDGAR:That's a tough one!,Edgar,That's a tough one!,4
"EDGAR:You see, there're more girls here than grains of sand out there. I can't keep track of 'em all!",Edgar,"You see, there're more girls here than grains of sand out there. I can't keep track of 'em all!",19
"KEFKA:I'd hate to be you if we find out you're lying... Mwa, ha!",Kefka,"I'd hate to be you if we find out you're lying... Mwa, ha!",13
KEFKA:I truly hope nothing happens to your precious Figaro...!,Kefka,I truly hope nothing happens to your precious Figaro...!,9
LOCKE:I'd say that guy's missing a few buttons...EDGAR:...Where's Terra?,Locke,I'd say that guy's missing a few buttons... EDGAR ...Where's Terra?,9
EDGAR:Take her to her room...,Edgar,Take her to her room...,5
"EDGAR:I'd love to chat with you, but the Chancellor and I must plan our strategy. Sometimes I hate being a king! If you'll excuse me.",Edgar,"I'd love to chat with you, but the Chancellor and I must plan our strategy. Sometimes I hate being a king! If you'll excuse me.",25
LOCKE:Follow me.,Locke,Follow me.,2
LOCKE:Don't you worry 'bout a thing! I'll...,Locke,Don't you worry 'bout a thing! I'll...,7
"TERRA:You're Locke, right? Edgar told me about you. Is it true you're a thief?",Terra,"You're Locke, right? Edgar told me about you. Is it true you're a thief?",14
LOCKE:That's TREASURE HUNTER!,Locke,That's TREASURE HUNTER!,3
"LOCKE:On the surface, Edgar pretends to support the Empire. The truth is, he's collaborating with the Returners, an organization opposed to the Empire. I am his contact with that group...",Locke,"On the surface, Edgar pretends to support the Empire. The truth is, he's collaborating with the Returners, an organization opposed to the Empire. I am his contact with that group...",30
LOCKE:The old man you met in Narshe is one of us.,Locke,The old man you met in Narshe is one of us.,11
TERRA:Empire...but I'm a soldier of the Empire...!,Terra,Empire...but I'm a soldier of the Empire...!,7
LOCKE:That's not true! They were using you! Things are different now.,Locke,That's not true! They were using you! Things are different now.,11
TERRA:I don't understand... What should I do?,Terra,I don't understand... What should I do?,7
LOCKE:I can't tell you what to do. You don't have to decide right now. You'll soon find your way...,Locke,I can't tell you what to do. You don't have to decide right now. You'll soon find your way...,19
TERRA:But how will I know which way is right...,Terra,But how will I know which way is right...,9
EDGAR:...? What the...?!,Edgar,...? What the...?!,3
EDGAR:What's happening?,Edgar,What's happening?,2
SOLDIER:It's the Empire! It's Kefka!,Soldier,It's the Empire! It's Kefka!,5
EDGAR:What are you doing?,Edgar,What are you doing?,4
KEFKA:Bring me the girl. Now!,Kefka,Bring me the girl. Now!,5
EDGAR:I don't know what you're talking about!,Edgar,I don't know what you're talking about!,7
KEFKA:Then... welcome to my barbecue!! Uwa ha ha ha!,Kefka,Then... welcome to my barbecue!! Uwa ha ha ha!,9
EDGAR:Get ready...!,Edgar,Get ready...!,2
"SOLDIER:Yes, Sir!",Soldier,"Yes, Sir!",2
KEFKA:Changed your mind...?,Kefka,Changed your mind...?,3
EDGAR:I guess I have no choice...,Edgar,I guess I have no choice...,6
EDGAR:Or maybe I do!,Edgar,Or maybe I do!,4
"KEFKA:Ackk! Shameful that a king should flee, leaving his people behind! How utterly delightful!",Kefka,"Ackk! Shameful that a king should flee, leaving his people behind! How utterly delightful!",14
EDGAR:OK! Dive now!!!,Edgar,OK! Dive now!!!,3
SOLDIER:Figaro Submerge Mode engaged!,Soldier,Figaro Submerge Mode engaged!,4
CHANCELLOR:No one can touch the people of Figaro!,Chancellor,No one can touch the people of Figaro!,8
KEFKA:Go!! GET THEM!,Kefka,Go!! GET THEM!,3
"EDGAR:Bravo, Figaro!!!",Edgar,"Bravo, Figaro!!!",2
KEFKA:Son of a submariner! They'll pay for this...,Kefka,Son of a submariner! They'll pay for this...,8
LOCKE:This is great!,Locke,This is great!,3
TERRA:Was that a bad person? I... I'm scared...,Terra,Was that a bad person? I... I'm scared...,8
"EDGAR:Terra, there's someone I'd like you to meet...!",Edgar,"Terra, there's someone I'd like you to meet...!",8
LOCKE:We're members of the Returners.,Locke,We're members of the Returners.,5
"EDGAR:Our mentor, Banon, would certainly like to meet you. ""Magic"" is going to be the key to winning this war.",Edgar,"Our mentor, Banon, would certainly like to meet you. ""Magic"" is going to be the key to winning this war.",20
EDGAR:Terra has magical powers. That Esper seemed to...react to her. Can there be some connection?,Edgar,Terra has magical powers. That Esper seemed to...react to her. Can there be some connection?,15
TERRA:I haven't the foggiest! It just seems natural to me that I have the use of this power...,Terra,I haven't the foggiest! It just seems natural to me that I have the use of this power...,18
"EDGAR:But no HUMAN is born with the powers you seem to have, and...",Edgar,"But no HUMAN is born with the powers you seem to have, and...",13
EDGAR:I apologize.,Edgar,I apologize.,2
TERRA:What should I do...?,Terra,What should I do...?,4
"EDGAR:I'm sure the Empire is going to come after you... If they get their hands on you again, the world's finished... Terra, you want to understand your own powers, right?",Edgar,"I'm sure the Empire is going to come after you... If they get their hands on you again, the world's finished... Terra, you want to understand your own powers, right?",30
EDGAR:Then I think we need to consult with Banon.,Edgar,Then I think we need to consult with Banon.,9
EDGAR:OK! To the south there's a cave that leads to South Figaro.,Edgar,OK! To the south there's a cave that leads to South Figaro.,12
SOLDIER:King Edgar! Where are you headed?,Soldier,King Edgar! Where are you headed?,6
"EDGAR:Through the cave, and eastward to South Figaro.",Edgar,"Through the cave, and eastward to South Figaro.",8
"EDGAR:Return to the castle, and tell the others we're safe.",Edgar,"Return to the castle, and tell the others we're safe.",10
"SOLDIER:Yes, Sir! Take care!",Soldier,"Yes, Sir! Take care!",4
"VARGAS:Sabin sent you, right?",Vargas,"Sabin sent you, right?",4
LOCKE:Who're YOU?,Locke,Who're YOU?,2
EDGAR:Sabin? Is he here?,Edgar,Sabin? Is he here?,4
"LOCKE:You were shadowing us earlier, right?",Locke,"You were shadowing us earlier, right?",6
VARGAS:And how unlucky it is that you have run into me...!,Vargas,And how unlucky it is that you have run into me...!,11
"VARGAS:Is that you, Sabin?!",Vargas,"Is that you, Sabin?!",4
"SABIN:Vargas, why'd you do it? How could you do your own father in like that?!",Sabin,"Vargas, why'd you do it? How could you do your own father in like that?!",15
"VARGAS:Fool! He made the mistake of choosing you as his successor! He snubbed me, his only son!",Vargas,"Fool! He made the mistake of choosing you as his successor! He snubbed me, his only son!",17
SABIN:No! You were the one he chose!,Sabin,No! You were the one he chose!,7
VARGAS:You're a liar!,Vargas,You're a liar!,3
"SABIN:Our Master wanted you to be his successor, not me. He appreciated your fine spirit......",Sabin,"Our Master wanted you to be his successor, not me. He appreciated your fine spirit......",15
"VARGAS:Enough of your lies! Now, have a taste of my superior technique!",Vargas,"Enough of your lies! Now, have a taste of my superior technique!",12
VARGAS:Mortal Attack! Blizzard Fist!,Vargas,Mortal Attack! Blizzard Fist!,4
"VARGAS:Ahh, Sabin! The master taught you well!",Vargas,"Ahh, Sabin! The master taught you well!",7
SABIN:: I guess there's no avoiding this!,Sabin, guess there's no avoiding this!,7
"VARGAS:Fate made us train together, and fate will send you to your doom!",Vargas,"Fate made us train together, and fate will send you to your doom!",13
VARGAS:W......what the......?! He......already taught you that?!,Vargas,W......what the......?! He......already taught you that?!,6
SABIN:: If only you hadn't been in such a rush for power......,Sabin,f only you hadn't been in such a rush for power......,12
SABIN:Big brother?,Sabin,Big brother?,2
LOCKE:The brothers are reunited!,Locke,The brothers are reunited!,4
"TERRA:Younger... ""brother""? At first glance I thought he was some bodybuilder who had strayed from his gym...",Terra,"Younger... ""brother""? At first glance I thought he was some bodybuilder who had strayed from his gym...",17
SABIN:I'll...take that as a compliment...,Sabin,I'll...take that as a compliment...,5
"SABIN:Anyway, brother, what are you doing here?",Sabin,"Anyway, brother, what are you doing here?",7
EDGAR:We're on the way to the Sabil mountains.,Edgar,We're on the way to the Sabil mountains.,8
"SABIN:To the Returner hideout, no doubt?",Sabin,"To the Returner hideout, no doubt?",6
"SABIN:I've been watching from afar, hoping that the world might regain some sanity... At this rate, Figaro will be reduced to a puppet state.",Sabin,"I've been watching from afar, hoping that the world might regain some sanity... At this rate, Figaro will be reduced to a puppet state.",24
EDGAR:Our time to strike back has arrived. The Empire's going to pay for what it has done...,Edgar,Our time to strike back has arrived. The Empire's going to pay for what it has done...,17
"SABIN:Think a ""bear"" like me could help you in your fight?",Sabin,"Think a ""bear"" like me could help you in your fight?",11
EDGAR:You'd...join us? Sabin...!!,Edgar,You'd...join us? Sabin...!!,3
SABIN:I think Duncan would rest easier if he knew his disciple played a part in bringing peace to the world.,Sabin,I think Duncan would rest easier if he knew his disciple played a part in bringing peace to the world.,20
LOCKE:Let's get going!,Locke,Let's get going!,3
EDGAR:Banon! We brought the girl with us.,Edgar,Banon! We brought the girl with us.,7
BANON:Is she the girl who can talk to Espers...?!,Banon,Is she the girl who can talk to Espers...?!,9
EDGAR:Seemed the Empire had complete control over her.,Edgar,Seemed the Empire had complete control over her.,8
BANON:Carrier pigeons brought word that she wiped out 50 of the Empire's best soldiers in a few minutes.,Banon,Carrier pigeons brought word that she wiped out 50 of the Empire's best soldiers in a few minutes.,18
TERRA:That's a lie!!!,Terra,That's a lie!!!,3
EDGAR:Banon! She doesn't remember ANYTHING!,Edgar,Banon! She doesn't remember ANYTHING!,5
"BANON:Stay where you are! Perhaps you've heard this story? Once, when people were pure and innocent, there was a box they were told never to open. But one man went and opened it anyway. He unleashed all the evils of the world: envy... greed... pride... violence... control... All that was left in the box was a single ray of light: Hope.",Banon,"Stay where you are! Perhaps you've heard this story? Once, when people were pure and innocent, there was a box they were told never to open. But one man went and opened it anyway. He unleashed all the evils of the world envy... greed... pride... violence... control... All that was left in the box was a single ray of light Hope.",61
"BANON:We now confront those evils... And you are that last ray of light, our only hope...",Banon,"We now confront those evils... And you are that last ray of light, our only hope...",16
BANON:I'm so tired... Let me rest a while.,Banon,I'm so tired... Let me rest a while.,8
LOCKE:Someone important to me was jailed by the Empire. I've hated the Empire ever since... I joined the Returners when I realized the Empire was rotten to the core. I wanted to make a difference.,Locke,Someone important to me was jailed by the Empire. I've hated the Empire ever since... I joined the Returners when I realized the Empire was rotten to the core. I wanted to make a difference.,35
"TERRA:But...I have no significant ""other"" in my life...",Terra,"But...I have no significant ""other"" in my life...",8
"LOCKE:That's not entirely true. Besides, I'm sure there are people who feel YOU'RE important to them! They are counting on you...",Locke,"That's not entirely true. Besides, I'm sure there are people who feel YOU'RE important to them! They are counting on you...",21
"EDGAR:It's gonna be tough to talk you into helping us... If we push you too hard, we're no different than the Empire... So we want you to make up your own mind.",Edgar,"It's gonna be tough to talk you into helping us... If we push you too hard, we're no different than the Empire... So we want you to make up your own mind.",32
"SABIN:The only thing I can add is that you can trust my brother implicitly. He's always been fair with me. You can trust him, Terra... But don't you DARE tell him I said that!",Sabin,"The only thing I can add is that you can trust my brother implicitly. He's always been fair with me. You can trust him, Terra... But don't you DARE tell him I said that!",34
BANON:What's going on? What happened?,Banon,What's going on? What happened?,5
TERRA:He's badly wounded!,Terra,He's badly wounded!,3
BANON:Someone did a number on him...,Banon,Someone did a number on him...,6
BANON:They've found us... We haven't a moment to lose!,Banon,They've found us... We haven't a moment to lose!,9
"LOCKE:I know... ""Someone"" has to sneak into South Figaro and slow the Empire down, right?",Locke,"I know... ""Someone"" has to sneak into South Figaro and slow the Empire down, right?",15
EDGAR:This's right up your alley! Good luck!,Edgar,This's right up your alley! Good luck!,7
"LOCKE:Terra... Please wait for me... And...please... ...don't let a lecherous young king, who shall remain nameless, near you!",Locke,"Terra... Please wait for me... And...please... ...don't let a lecherous young king, who shall remain nameless, near you!",18
SABIN:Big brother... Aren't you EVER going to grow up?,Sabin,Big brother... Aren't you EVER going to grow up?,9
BANON:What're we going to do?,Banon,What're we going to do?,5
"EDGAR:We'll escape down the Lete River, and make our way to Narshe. I want to see that Esper for myself...",Edgar,"We'll escape down the Lete River, and make our way to Narshe. I want to see that Esper for myself...",20
"BANON:Right. There's a raft by the back entrance. It's a gamble, but we're fresh out of options...",Banon,"Right. There's a raft by the back entrance. It's a gamble, but we're fresh out of options...",17
EDGAR:You're in danger here. Come with us to Narshe. You'll probably even gain some understanding of your own abilities...,Edgar,You're in danger here. Come with us to Narshe. You'll probably even gain some understanding of your own abilities...,19
BANON:We've no time to dilly-dally. Let's make for Narshe!,Banon,We've no time to dilly-dally. Let's make for Narshe!,9
SABIN:I guess we thrashed it.,Sabin,I guess we thrashed it.,5
EDGAR:Don't bet on it...... It's probably just hiding from us......,Edgar,Don't bet on it...... It's probably just hiding from us......,10
TERRA:Ewww!! Something's stuck to my leg!,Terra,Ewww!! Something's stuck to my leg!,6
EDGAR:Terra! Over here!,Edgar,Terra! Over here!,3
BANON:It's all right now.,Banon,It's all right now.,4
SABIN:Watch out! I'm going to hit it with a Blitz!,Sabin,Watch out! I'm going to hit it with a Blitz!,10
EDGAR:No! Sabin!!,Edgar,No! Sabin!!,2
"SABIN:Don't distract me, brother!!",Sabin,"Don't distract me, brother!!",4
EDGAR:He's always been a tad zealous......,Edgar,He's always been a tad zealous......,6
BANON:Don't worry about him!,Banon,Don't worry about him!,4
"EDGAR:Are you sure he's okay, Banon?",Edgar,"Are you sure he's okay, Banon?",6
BANON:You should know better than any of us! Any moment he'll flop right onto the raft!,Banon,You should know better than any of us! Any moment he'll flop right onto the raft!,16
SABIN:What the...?,Sabin,What the...?,2
EDGAR:Seems a little too perky...... Ha...!,Edgar,Seems a little too perky...... Ha...!,6
EDGAR:Sabin!!!! Take care of yourself!,Edgar,Sabin!!!! Take care of yourself!,5
LOCKE:Nuts! Gotta get to Narshe on the fly...,Locke,Nuts! Gotta get to Narshe on the fly...,8
"MERCHANT:You're that thief, Locke, aren't you?",Merchant,"You're that thief, Locke, aren't you?",6
"LOCKE:Hey! Call me a treasure hunter, or I'll rip your lungs out!",Locke,"Hey! Call me a treasure hunter, or I'll rip your lungs out!",12
LOCKE:Here we go!,Locke,Here we go!,3
"LOCKE:These are a little tight, but the price was right.",Locke,"These are a little tight, but the price was right.",10
LOCKE:I've seen her before... Of course! She's one of the Empire's generals!,Locke,I've seen her before... Of course! She's one of the Empire's generals!,12
GUARD:This's what happens to traitors!,Guard,This's what happens to traitors!,5
"GUARD:So, the mighty Celes has fallen!",Guard,"So, the mighty Celes has fallen!",6
CELES:How can you serve those cowards...,Celes,How can you serve those cowards...,6
GUARD:Hold your tongue!,Guard,Hold your tongue!,3
"CELES:Isn't it true Kefka's going to poison the people of Doma, to the east?",Celes,"Isn't it true Kefka's going to poison the people of Doma, to the east?",14
GUARD:I'd hate to be in your shoes tomorrow!,Guard,I'd hate to be in your shoes tomorrow!,8
LOCKE:I'm with the Returners. Name's Locke.,Locke,I'm with the Returners. Name's Locke.,6
CELES:Returners!!! I used to be General Celes... Now I'm just a common traitor...,Celes,Returners!!! I used to be General Celes... Now I'm just a common traitor...,13
LOCKE:Let's go!,Locke,Let's go!,2
CELES:!? You'd take me along?,Celes,!? You'd take me along?,5
"CELES:Thanks, but no thanks. I can barely walk...",Celes,"Thanks, but no thanks. I can barely walk...",8
"CELES:I'm grateful, but... Even if you got me out, you'd never be able to protect me. No, I think I'm better off here.",Celes,"I'm grateful, but... Even if you got me out, you'd never be able to protect me. No, I think I'm better off here.",23
LOCKE:I'll protect you!,Locke,I'll protect you!,3
LOCKE:Trust me! You'll be fine!,Locke,Trust me! You'll be fine!,5
LOCKE:Let's go!,Locke,Let's go!,2
CELES:This soldier has something important on him...,Celes,This soldier has something important on him...,7
"SOLDIER:...'n some bread, too... Mumble Mumble...",Soldier,"...'n some bread, too... Mumble Mumble...",6
CELES:Why are you helping me?,Celes,Why are you helping me?,5
LOCKE:You remind me of someone...,Locke,You remind me of someone...,5
"LOCKE:But what's it matter, anyway? I just want to, okay?!",Locke,"But what's it matter, anyway? I just want to, okay?!",10
LOCKE:What IS that noise?,Locke,What IS that noise?,4
CELES:Something's coming outta the wall!!,Celes,Something's coming outta the wall!!,5
CELES:TunnelArmr!! I'll draw its magic attack. It won't hurt us.,Celes,TunnelArmr!! I'll draw its magic attack. It won't hurt us.,10
LOCKE:Come again?!,Locke,Come again?!,2
CELES:I can simply absorb the attack with my Runic Blade.<,Celes,I can simply absorb the attack with my Runic Blade.<,10
LOCKE:Are you sure you'll be okay?!,Locke,Are you sure you'll be okay?!,6
CELES:Just you watch!!,Celes,Just you watch!!,3
LOCKE:Whew!!! Looks like we're in the clear!,Locke,Whew!!! Looks like we're in the clear!,7
"TERRA:When Locke first helped me, he fiddled with something right around here.",Terra,"When Locke first helped me, he fiddled with something right around here.",12
EDGAR:Knowing him there's probably some secret switch in this rock wall...,Edgar,Knowing him there's probably some secret switch in this rock wall...,11
TERRA:What's that...?,Terra,What's that...?,2
"EDGAR:I think this's a security check point. If we follow the light exactly, we'll probably be okay. If we make a mistake, the light'll surround us. To proceed safely we must ""tag"" the glimmering light.",Edgar,"I think this's a security check point. If we follow the light exactly, we'll probably be okay. If we make a mistake, the light'll surround us. To proceed safely we must ""tag"" the glimmering light.",35
ARVIS:Banon! King Edgar! ...and Terra!!!,Arvis,Banon! King Edgar! ...and Terra!!!,5
BANON:Arvis! What's happening here in Narshe?,Banon,Arvis! What's happening here in Narshe?,6
"ARVIS:The town's neutral. I've tried to get the people to side with the Returners, but... Anyway, why on earth have you come here?",Arvis,"The town's neutral. I've tried to get the people to side with the Returners, but... Anyway, why on earth have you come here?",23
"EDGAR:First, how are your people doing?",Edgar,"First, how are your people doing?",6
ARVIS:They all went...slightly berserk when the Esper was discovered.,Arvis,They all went...slightly berserk when the Esper was discovered.,9
BANON:We believe this young woman is our only hope of reaching out to that Esper.,Banon,We believe this young woman is our only hope of reaching out to that Esper.,15
