Original,Character,Dialogue,Wordcount
"Kunsel: Well, knowing you, you probably won't remember everything after one read.",Kunsel,"Well, knowing you, you probably won't remember everything after one read.",11
Zack: That's not true...,Zack,That's not true...,3
"Kunsel: Well, read it when you need to refresh your memory. It'll come in handy, I promise. By the way, the materia you were using in training have been confiscated. Powerful materia have to be earned on your own. Those are the SOLDIER rules.",Kunsel,"Well, read it when you need to refresh your memory. It'll come in handy, I promise. By the way, the materia you were using in training have been confiscated. Powerful materia have to be earned on your own. Those are the SOLDIER rules.",43
"Kunsel: The next thing you have to know about are the special tasks classified as ""missions."" Put simply, these are errands that the company assigns to SOLDIER operatives. To participate in missions, you have to register your personal information on the mission board. After you register, you can check missions on your handset. Come on, I'll show you how to register on the mission board.",Kunsel,"The next thing you have to know about are the special tasks classified as ""missions."" Put simply, these are errands that the company assigns to SOLDIER operatives. To participate in missions, you have to register your personal information on the mission board. After you register, you can check missions on your handset. Come on, I'll show you how to register on the mission board.",64
Angeal: Good grief... You haven't even registered for missions? Go do that now.,Angeal,Good grief... You haven't even registered for missions? Go do that now.,12
SOLDIER 3rd Class: Time is of the essence. Please complete your preparations swiftly.,SOLDIER 3rd Class,Time is of the essence. Please complete your preparations swiftly.,10
"Kunsel: This is the mission board. Here, try registering yourself now.",Kunsel,"This is the mission board. Here, try registering yourself now.",10
"Kunsel: Now that you're registered, you should try doing a mission.",Kunsel,"Now that you're registered, you should try doing a mission.",10
Zack: Sounds like a good idea. I'll do that right now.,Zack,Sounds like a good idea. I'll do that right now.,10
"Kunsel: The Save Point is that way. If you're unsure about combat during missions, you should read the tutorial mail I sent you.",Kunsel,"The Save Point is that way. If you're unsure about combat during missions, you should read the tutorial mail I sent you.",22
"Angeal: You want to do a few missions for practice? Alright, hurry up, then.",Angeal,"You want to do a few missions for practice? Alright, hurry up, then.",13
Kunsel: Looks like you cleared a mission. Nice work.,Kunsel,Looks like you cleared a mission. Nice work.,8
"Zack: It was so easy, I could have done it blindfolded!",Zack,"It was so easy, I could have done it blindfolded!",10
"Kunsel: Ha ha ha! You're the man, Zack. I'll be waiting to hear your exploits on this Wutai assignment. Oh, I almost forgot.",Kunsel,"Ha ha ha! You're the man, Zack. I'll be waiting to hear your exploits on this Wutai assignment. Oh, I almost forgot.",22
"Kunsel: I never explained these supply pods to you, did I? In this supply pods are items you can use in battle. The company sends them to us periodically.",Kunsel,"I never explained these supply pods to you, did I? In this supply pods are items you can use in battle. The company sends them to us periodically.",28
Zack: I see. They're like provisions for SOLDIER members.,Zack,I see. They're like provisions for SOLDIER members.,8
Kunsel: It'd be a shame to squander the company's good will. Check it out before you go on assignment. I wonder what they gave us this time?,Kunsel,It'd be a shame to squander the company's good will. Check it out before you go on assignment. I wonder what they gave us this time?,26
Angeal: Did you check the supply pods? You would be wise to take provisions when they're made available to you.,Angeal,Did you check the supply pods? You would be wise to take provisions when they're made available to you.,19
"Kunsel: All right, looks like you're ready to go. Lastly, I'll tell you about mail.",Kunsel,"All right, looks like you're ready to go. Lastly, I'll tell you about mail.",14
"Kunsel: Just now, I sent a mail to your handset. We can exchange information this way. You can also get messages from Director Lazard and company news via mail. Check it regularly. And who knows--maybe you'll get mail from friends you make along the way.",Kunsel,"Just now, I sent a mail to your handset. We can exchange information this way. You can also get messages from Director Lazard and company news via mail. Check it regularly. And who knows--maybe you'll get mail from friends you make along the way.",44
"Kunsel: But don't just read mail that you get from girls! Well, I guess that's everything. Looks like it's time for you to head out. You're going with Angeal, right? Good luck on the assignment!",Kunsel,"But don't just read mail that you get from girls! Well, I guess that's everything. Looks like it's time for you to head out. You're going with Angeal, right? Good luck on the assignment!",34
Zack: Yeah! Thanks for all the information!,Zack,Yeah! Thanks for all the information!,6
"Kunsel: Now Zack, don't get greedy. There's a limit to how much free stuff you can get. The company isn't stupid, you know.",Kunsel,"Now Zack, don't get greedy. There's a limit to how much free stuff you can get. The company isn't stupid, you know.",22
"Kunsel: Fine, fine, if you want items so badly, I'll give you what I got in my pod today.",Kunsel,"Fine, fine, if you want items so badly, I'll give you what I got in my pod today.",18
Angeal: We have to leave for Wutai soon. Are you ready?,Angeal,We have to leave for Wutai soon. Are you ready?,10
"Zack: Um, preparations...?",Zack,"Um, preparations...?",2
Lazard: I'll be joining you as well. I'm counting on you.,Lazard,I'll be joining you as well. I'm counting on you.,10
Zack: Sir!,Zack,Sir!,1
"Lazard: By the way, what is your dream? ""To become 1st""...is it?",Lazard,"By the way, what is your dream? ""To become 1st""...is it?",11
Zack: No... To become a hero!,Zack,No... To become a hero!,5
"Lazard: Ah, good! Unattainable dreams are the best kind.",Lazard,"Ah, good! Unattainable dreams are the best kind.",8
"Zack: Uh, thanks?",Zack,"Uh, thanks?",2
"Angeal: Fort Tamblin is straight ahead. Let's hurry, B Unit is standing by.",Angeal,"Fort Tamblin is straight ahead. Let's hurry, B Unit is standing by.",12
Wutai Private: You two! Identify yourselves!,Wutai Private,You two! Identify yourselves!,4
Zack: Just leave it to me!,Zack,Just leave it to me!,5
"Zack: All right, next!",Zack,"All right, next!",3
"Angeal: Calm down, Zack.",Angeal,"Calm down, Zack.",3
Angeal: Zack... Do you know about dumbapples?,Angeal,Zack... Do you know about dumbapples?,6
"Zack: No, what is that?",Zack,"No, what is that?",4
Angeal: Unbelievable... How can you not know about dumbapples? You'll never make 1st at that rate.,Angeal,Unbelievable... How can you not know about dumbapples? You'll never make 1st at that rate.,15
"Zack: Whoa, wait! What are dumbapples!?",Zack,"Whoa, wait! What are dumbapples!?",5
"Zack: So Angeal, what's the deal with ""dumbapples""?",Zack,"So Angeal, what's the deal with ""dumbapples""?",7
"Angeal: The official name is Banora White. The trees bear fruit at random times during the year. Because of that, the townspeople affectionately call them dumbapples. The local farms had plenty of them to spare.",Angeal,"The official name is Banora White. The trees bear fruit at random times during the year. Because of that, the townspeople affectionately call them dumbapples. The local farms had plenty of them to spare.",34
"Zack: Oh, really? So you stole them.",Zack,"Oh, really? So you stole them.",6
"Angeal: We were poor, Zack.",Angeal,"We were poor, Zack.",4
Zack: Nice excuse!,Zack,Nice excuse!,2
"Angeal: But even then, I had my honor. The largest Banora White tree grew on a wealthy man's estate. It was rumored that those apples tasted the best. But I never stole from that tree, because the wealthy man's son was my friend.",Angeal,"But even then, I had my honor. The largest Banora White tree grew on a wealthy man's estate. It was rumored that those apples tasted the best. But I never stole from that tree, because the wealthy man's son was my friend.",42
"Zack: If he was a friend, you should have just asked for some!",Zack,"If he was a friend, you should have just asked for some!",12
Angeal: Honor can be quite a burden at times.,Angeal,Honor can be quite a burden at times.,8
Zack: ...And what exactly does this have to do with me?,Zack,...And what exactly does this have to do with me?,10
Angeal: No story is not worth hearing.,Angeal,No story is not worth hearing.,6
"Zack: What? That's it? Yeah, well, thanks a lot!",Zack,"What? That's it? Yeah, well, thanks a lot!",8
Angeal: B Unit will set off an explosion. That's our cue.,Angeal,B Unit will set off an explosion. That's our cue.,10
Zack: The diversion will allow us to infiltrate.,Zack,The diversion will allow us to infiltrate.,7
"Angeal: Right. I'll set the bomb inside the fortress. You'll charge the front gate, and...",Angeal,"Right. I'll set the bomb inside the fortress. You'll charge the front gate, and...",14
"Zack: Uh-huh, and? And? And? And?",Zack,"Uh-huh, and? And? And? And?",5
Angeal: Indulge yourself.,Angeal,Indulge yourself.,2
"Zack: You got it! That's what I do best! Come on, B Unit...",Zack,"You got it! That's what I do best! Come on, B Unit...",12
"Zack: You know, I've never actually seen you use that. Don't you think it's sort of a waste?",Zack,"You know, I've never actually seen you use that. Don't you think it's sort of a waste?",17
Angeal: Use brings about wear...tear...and rust. And that's a real waste.,Angeal,Use brings about wear...tear...and rust. And that's a real waste.,10
"Zack: You're serious, aren't you?",Zack,"You're serious, aren't you?",4
Angeal: Yeah. I can be pretty cheap.,Angeal,Yeah. I can be pretty cheap.,6
"Zack: Yeah, no kidding...",Zack,"Yeah, no kidding...",3
Angeal: Begin mission.,Angeal,Begin mission.,2
Wutai Sergeant: No one passes beyond this point! The enemy is but one man! Obliterate him!,Wutai Sergeant,No one passes beyond this point! The enemy is but one man! Obliterate him!,14
Zack: All right! Piece of cake!,Zack,All right! Piece of cake!,5
Wutai Private: Enemy attack! It's SOLDIER! Don't let him get through!,Wutai Private,Enemy attack! It's SOLDIER! Don't let him get through!,9
Angeal (on the phone): Were you able to get inside the fortress?,Angeal ,Were you able to get inside the fortress?,8
Zack: Piece of cake! I could have done it blindfolded!,Zack,Piece of cake! I could have done it blindfolded!,9
Angeal (on the phone): Don't get too careless. I've heard that the Wutai keep a large monster for anti-SOLDIER purposes. It should be somewhere inside Fort Tamblin.,Angeal ,Don't get too careless. I've heard that the Wutai keep a large monster for anti-SOLDIER purposes. It should be somewhere inside Fort Tamblin.,23
"Zack: If I take it out, do you think I'll make 1st?",Zack,"If I take it out, do you think I'll make 1st?",11
"Angeal: It depends on the quality of work. Your main duty is to draw the Wutai troops to you by running amok. Do that well, and the director will give you a favorable evaluation.",Angeal,"It depends on the quality of work. Your main duty is to draw the Wutai troops to you by running amok. Do that well, and the director will give you a favorable evaluation.",33
"Zack: Oh, that'll be easy! Just leave it to me!",Zack,"Oh, that'll be easy! Just leave it to me!",9
Wutai Sergeant (1): To think one SOLDIER operative did this much damage to us... It seems I can no longer just sit back and watch.,Wutai Sergeant ,To think one SOLDIER operative did this much damage to us... It seems I can no longer just sit back and watch.,22
Wutai Sergeant (1): Ha!,Wutai Sergeant ,Ha!,1
Wutai Sergeant (1): Halt!,Wutai Sergeant ,Halt!,1
Wutai Sergeant (2): You'll pay for what you did to my men! I'll make sure you never leave this place alive!,Wutai Sergeant ,You'll pay for what you did to my men! I'll make sure you never leave this place alive!,18
Wutai Sergeant (3): He's no match for three Wutai sergeants! Let's take him out!,Wutai Sergeant ,He's no match for three Wutai sergeants! Let's take him out!,11
All 3 Wutai Sergeants (in unison): We'll show you the true power of Wutai!,All 3 Wutai Sergeants ,We'll show you the true power of Wutai!,8
Lazard: We have new intel. Enemy troops have also been detected at the two towers within the fortress.,Lazard,We have new intel. Enemy troops have also been detected at the two towers within the fortress.,17
"Zack: Well, that makes sense. I just took out one of those towers.",Zack,"Well, that makes sense. I just took out one of those towers.",12
"Lazard: You'll have to look for the other tower. Otherwise, the enemy can easily track your position.",Lazard,"You'll have to look for the other tower. Otherwise, the enemy can easily track your position.",16
Wutai Private: There he is!,Wutai Private,There he is!,3
Wutai Private: Open fire!,Wutai Private,Open fire!,2
Wutai Sergeant (to Wutai Privates): This way! Follow me!,Wutai Sergeant ,This way! Follow me!,4
"Wutai Sergeant: Attack if you dare, SOLDIER scum! You will fall by our hands! Huh? Where did he go? Sneaky little pest!",Wutai Sergeant,"Attack if you dare, SOLDIER scum! You will fall by our hands! Huh? Where did he go? Sneaky little pest!",20
Wutai Sergeant: Ngh! What treachery!,Wutai Sergeant,Ngh! What treachery!,3
Lazard (on the phone): This is Lazard. Enemy troops appear to be lurking in every corner. The fortress will not go down easily.,Lazard ,This is Lazard. Enemy troops appear to be lurking in every corner. The fortress will not go down easily.,19
Zack: It appears that way. I was just assaulted while I was checking a revolving wall.,Zack,It appears that way. I was just assaulted while I was checking a revolving wall.,15
Lazard (on the phone): There may be similar traps set up at the other walls. Proceed with caution.,Lazard ,There may be similar traps set up at the other walls. Proceed with caution.,14
Wutai Private: There he is!,Wutai Private,There he is!,3
Wutai Sergeant (1): SOLDIER operative sighted! He's under the tower!,Wutai Sergeant ,SOLDIER operative sighted! He's under the tower!,7
"Wutai Sergeant (2): So that's where you are! 38th Tamblin Unit, charge!",Wutai Sergeant ,"So that's where you are! 38th Tamblin Unit, charge!",9
"Wutai Sergeant: We have to make our stand here! Ready! Aim! Fire! End of the line, SOLDIER! Reinforcements are coming! You can't escape!",Wutai Sergeant,"We have to make our stand here! Ready! Aim! Fire! End of the line, SOLDIER! Reinforcements are coming! You can't escape!",21
Zack: What to do...,Zack,What to do...,3
Wutai Private: Sergeant! He's coming this way!,Wutai Private,Sergeant! He's coming this way!,5
Wutai Sergeant: Do not falter! Charge him!,Wutai Sergeant,Do not falter! Charge him!,5
Wutai Sergeant: Tch! Damn you!,Wutai Sergeant,Tch! Damn you!,3
Wutai Sergeant: Long live the Wutai...,Wutai Sergeant,Long live the Wutai...,4
Zack: Hm? I hear voices...,Zack,Hm? I hear voices...,4
"Wutai Sergeant: In the name of Wutai, we must halt the enemy advance here.",Wutai Sergeant,"In the name of Wutai, we must halt the enemy advance here.",12
Wutai Private: Sir!,Wutai Private,Sir!,1
"Wutai Sergeant: Fort Tamblin will not fall to a paltry force like SOLDIER. The enemy could be lurking anywhere. Keep your eyes open. SOLDIER is a formidable foe. But to protect our homeland, we must stand against our enemies, no matter how powerful they may be. Even if it means our lives. Retreat is not in the Wutai dictionary! Huh!?",Wutai Sergeant,"Fort Tamblin will not fall to a paltry force like SOLDIER. The enemy could be lurking anywhere. Keep your eyes open. SOLDIER is a formidable foe. But to protect our homeland, we must stand against our enemies, no matter how powerful they may be. Even if it means our lives. Retreat is not in the Wutai dictionary! Huh!?",58
Wutai Sergeant: Retreat! Retreating is a part of military strategy!,Wutai Sergeant,Retreat! Retreating is a part of military strategy!,8
"Lazard (on the phone): It appears, you're doing well, Zack. The enemy forces in Fort Tamblin have essentially been reduced to half. There are still some enemy units roaming about, but you can proceed to the central area if you like.",Lazard ,"It appears, you're doing well, Zack. The enemy forces in Fort Tamblin have essentially been reduced to half. There are still some enemy units roaming about, but you can proceed to the central area if you like.",37
Zack: What should I do?,Zack,What should I do?,4
Lazard: Understood. Search for the remaining enemy units and eliminate them quickly.,Lazard,Understood. Search for the remaining enemy units and eliminate them quickly.,11
"Lazard: Understood. Proceed further into the fortress. But be careful--the enemy is hurt, but not down.",Lazard,"Understood. Proceed further into the fortress. But be careful--the enemy is hurt, but not down.",15
"Lazard (on the phone): Well done, Zack. We have successfully occupied Fort Tamblin. I was really only expecting you to get their attention. Most impressive I must say. I'm very pleased with the results thus far. Proceed to the next objective.",Lazard ,"Well done, Zack. We have successfully occupied Fort Tamblin. I was really only expecting you to get their attention. Most impressive I must say. I'm very pleased with the results thus far. Proceed to the next objective.",37
Zack: Ah! That must be the central area!,Zack,Ah! That must be the central area!,7
Zack: What's this?,Zack,What's this?,2
"Crescent Unit Captain: That is Wutai's greatest deity, Leviathan. We are the Crescent, the Wutai army's elite unit. We appease the wrath of Leviathan, and smite the enemies of Wutai. Our beloved homeland has been brutally ravaged by Shinra.",Crescent Unit Captain,"That is Wutai's greatest deity, Leviathan. We are the Crescent, the Wutai army's elite unit. We appease the wrath of Leviathan, and smite the enemies of Wutai. Our beloved homeland has been brutally ravaged by Shinra.",36
"Zack: I heard that if we could process the mako here, it would help people live better lives. But then you attacked us without even hearing us out!",Zack,"I heard that if we could process the mako here, it would help people live better lives. But then you attacked us without even hearing us out!",27
Crescent Unit Captain: What do you know of the pain we have suffered? Shinra has continually brought fear and oppression to the innocent people of Wutai!,Crescent Unit Captain,What do you know of the pain we have suffered? Shinra has continually brought fear and oppression to the innocent people of Wutai!,23
Zack: ...,Zack,...,1
Crescent Unit Captain: I would like to ask you one last thing. Are you satisfied in using your immense power to serve an evil organization like Shinra? Does it bring you joy to torture innocent people?,Crescent Unit Captain,I would like to ask you one last thing. Are you satisfied in using your immense power to serve an evil organization like Shinra? Does it bring you joy to torture innocent people?,33
Zack: That's not what I...,Zack,That's not what I...,4
"Crescent Unit Captain: If there is any remorse in your heart, then atone for your actions by joining our cause!",Crescent Unit Captain,"If there is any remorse in your heart, then atone for your actions by joining our cause!",17
Zack: ...,Zack,...,1
"Crescent Unit Captain: Of course, we cannot pay you much, but you can use your power in the name of justice!",Crescent Unit Captain,"Of course, we cannot pay you much, but you can use your power in the name of justice!",18
"Zack: Justice...? Is that really the case? Is it so terrible to provide mako to people and make their lives better? I don't know... But I chose to serve Shinra. Whatever happens, I have to stand by that decision.",Zack,"Justice...? Is that really the case? Is it so terrible to provide mako to people and make their lives better? I don't know... But I chose to serve Shinra. Whatever happens, I have to stand by that decision.",38
"Crescent Unit Captain: I was foolish to think I could reason with villains. For those of us born and raised in Wutai, losing our land is the same as losing our lives. Hence, I must eliminate you, as my last duty to the land. You will now witness the wrath of Wutai!",Crescent Unit Captain,"I was foolish to think I could reason with villains. For those of us born and raised in Wutai, losing our land is the same as losing our lives. Hence, I must eliminate you, as my last duty to the land. You will now witness the wrath of Wutai!",49
Crescent Unit Captain: Why do you not finish me?,Crescent Unit Captain,Why do you not finish me?,6
"Zack: I don't know. Not in the mood, I guess.",Zack,"I don't know. Not in the mood, I guess.",9
"Crescent Unit Captain: As long as we breathe, we will continue to target Shinra. I promise...one day, I will have your head.",Crescent Unit Captain,"As long as we breathe, we will continue to target Shinra. I promise...one day, I will have your head.",19
"Zack: Fine, I'll be waiting.",Zack,"Fine, I'll be waiting.",4
"???: One, avoid unnecessary training! Two, protect Wutai at all costs! Three, ugly Shinra SOLDIER dudes... ...must be PUNISHED!",???,"One, avoid unnecessary training! Two, protect Wutai at all costs! Three, ugly Shinra SOLDIER dudes... ...must be PUNISHED!",18
Zack: Who are you?,Zack,Who are you?,3
"Yuffie: I'm Wutai's greatest warrior! If you wanna go further, you have to go through me!",Yuffie,"I'm Wutai's greatest warrior! If you wanna go further, you have to go through me!",15
"Zack: A kid...? You shouldn't be playing here, it's dangerous! Go home to your parents.",Zack,"A kid...? You shouldn't be playing here, it's dangerous! Go home to your parents.",14
"Yuffie: You're the one who's going home! If you insist on going any further, you'll have a fight on your hands!",Yuffie,"You're the one who's going home! If you insist on going any further, you'll have a fight on your hands!",20
"Zack: Oh, man... What am I supposed to do here?",Zack,"Oh, man... What am I supposed to do here?",9
"Yuffie: Whap! Pow! Bam! Take that, bad guy!",Yuffie,"Whap! Pow! Bam! Take that, bad guy!",7
Zack: ... Arrrgh! Nooo! You got me!,Zack,... Arrrgh! Nooo! You got me!,6
"Yuffie: There! That'll teach you to mess with me! Once again, I've brought peace to Wutai!",Yuffie,"There! That'll teach you to mess with me! Once again, I've brought peace to Wutai!",15
"Zack: Boy oh boy... You gotta admire that energy... Well, back to work, I guess...",Zack,"Boy oh boy... You gotta admire that energy... Well, back to work, I guess...",14
Zack: You must be the anti-SOLDIER monsters I've been hearing about.,Zack,You must be the anti-SOLDIER monsters I've been hearing about.,10
"Zack: SOLDIER 2nd Class Zack, victorious once again!",Zack,"SOLDIER 2nd Class Zack, victorious once again!",7
"Angeal (on the phone): Good work. Now, get out of there quickly. There's only 5 minutes until detonation.",Angeal ,"Good work. Now, get out of there quickly. There's only 5 minutes until detonation.",14
Zack: Understood!,Zack,Understood!,1
"Zack: Director Lazard, are you watching? Gotta move!",Zack,"Director Lazard, are you watching? Gotta move!",7
Zack: No time to play!,Zack,No time to play!,4
Zack: Not good...,Zack,Not good...,2
Angeal: That's one more you owe me. You lost your focus.,Angeal,That's one more you owe me. You lost your focus.,10
"Zack: Uh, yeah? Oh, sorry if your sword got any wear, tear, or rust on it.",Zack,"Uh, yeah? Oh, sorry if your sword got any wear, tear, or rust on it.",15
Angeal: You're a little more important than my sword. ...But just a little.,Angeal,You're a little more important than my sword. ...But just a little.,12
Zack: Thanks!,Zack,Thanks!,1
Lazard: Sorry to keep you waiting. I'm not used to being on site.,Lazard,Sorry to keep you waiting. I'm not used to being on site.,12
Angeal: You didn't have to come.,Angeal,You didn't have to come.,5
Lazard: This operation will bring an end to the war. I have to see it through personally. SOLDIER 2nd Class Zack.,Lazard,This operation will bring an end to the war. I have to see it through personally. SOLDIER 2nd Class Zack.,20
Zack: Sir!,Zack,Sir!,1
"Lazard: You performed your duties admirably at Fort Tamblin. I saw it with my own eyes. Frankly, my evaluation of you is...",Lazard,"You performed your duties admirably at Fort Tamblin. I saw it with my own eyes. Frankly, my evaluation of you is...",21
"Lazard: ... Thank goodness for you, Angeal! Were it not for your efforts, the operation would have failed. Ahh yes, how very fortunate that you were here!",Lazard,"... Thank goodness for you, Angeal! Were it not for your efforts, the operation would have failed. Ahh yes, how very fortunate that you were here!",26
Lazard: You supported Angeal well by diverting the enemy. An acceptable level of work for a 2nd. Be ready for your next assignment.,Lazard,You supported Angeal well by diverting the enemy. An acceptable level of work for a 2nd. Be ready for your next assignment.,22
"Angeal: Zack, do you know the difference between a 1st and a 2nd?",Angeal,"Zack, do you know the difference between a 1st and a 2nd?",12
Angeal: A SOLDIER 1st Class performs above and beyond the call of duty at all times. Remember that.,Angeal,A SOLDIER 1st Class performs above and beyond the call of duty at all times. Remember that.,17
"Lazard: You took out a lot of enemy units for us. You exceeded my expectations. Keep up the good work, and perhaps the day you make 1st will not be far off. You were right, Angeal. He is quite a promising prospect.",Lazard,"You took out a lot of enemy units for us. You exceeded my expectations. Keep up the good work, and perhaps the day you make 1st will not be far off. You were right, Angeal. He is quite a promising prospect.",41
Angeal: Heh... This is just the beginning.,Angeal,Heh... This is just the beginning.,6
"Lazard: I can say this now, but when you first came to me with the recommendation, I was hesitant. I thought for sure that all he was good for was doing squats.",Lazard,"I can say this now, but when you first came to me with the recommendation, I was hesitant. I thought for sure that all he was good for was doing squats.",31
Lazard: You are a frightening individual. Not any man could annihilate an entire enemy force by himself.,Lazard,You are a frightening individual. Not any man could annihilate an entire enemy force by himself.,16
Angeal: I was taken aback myself. You really have grown into a fine warrior.,Angeal,I was taken aback myself. You really have grown into a fine warrior.,13
Zack: Your bravery during the Wutai war will be remembered for generations to come. It seems your dream of becoming a hero has already come true.,Zack,Your bravery during the Wutai war will be remembered for generations to come. It seems your dream of becoming a hero has already come true.,25
"Angeal: Let's not get carried away, Director. Zack still has a lot to accomplish.",Angeal,"Let's not get carried away, Director. Zack still has a lot to accomplish.",13
