Original,Character,Dialogue,Wordcount
Barret: Rendezvous at Sector 8 station! Split up and get on the train!,Barret,Rendezvous at Sector 8 station! Split up and get on the train!,12
"Cloud: H, hey!",Cloud,"H, hey!",2
Barret: If it's about your money Save it 'til we're back at the hideout.,Barret,If it's about your money Save it 'til we're back at the hideout.,13
Flower girl: Excuse me. What happened?,Flower girl,Excuse me. What happened?,4
"Flower girl: Really? I don't know what's going on, but all right.",Flower girl,"Really? I don't know what's going on, but all right.",10
Cloud: ............,Cloud,............,1
"Flower girl: Oh, these? Do you like them? They're only a gil...?",Flower girl,"Oh, these? Do you like them? They're only a gil...?",10
"Flower girl: What! Tell me! Uh,excuse me,would you like to buy some flowers? They're only one gil.",Flower girl,"What! Tell me! Uh,excuse me,would you like to buy some flowers? They're only one gil.",15
"Flower girl: Oh, thank you! Here you are!",Flower girl,"Oh, thank you! Here you are!",6
Flower girl: Ahh...not again.,Flower girl,Ahh...not again.,2
NPC: Just what the hell's going on!?,NPC,Just what the hell's going on!?,6
NPC: Wonder what that is on the wall over there. Let's see...Don't be fooled by Shinra! Mako energy doesn't last forever! Mako is the planet's lifesource! The end is in sight! Protectors of the planet: AVALANCHE,NPC,Wonder what that is on the wall over there. Let's see...Don't be fooled by Shinra! Mako energy doesn't last forever! Mako is the planet's lifesource! The end is in sight! Protectors of the planet AVALANCHE,35
Soldier: Hey! You there!!,Soldier,Hey! You there!!,3
Cloud: Shinra Soldiers......,Cloud,Shinra Soldiers......,2
Soldier: What the?,Soldier,What the?,2
Cloud: hmph!,Cloud,hmph!,1
Soldier: Halt!!,Soldier,Halt!!,1
Soldier: That's him!!Cloud: hmph!,Soldier,That's him!!Cloud hmph!,3
Soldier: Over here!!,Soldier,Over here!!,2
Cloud: hmph!,Cloud,hmph!,1
Soldier: That's as far as you go.,Soldier,That's as far as you go.,6
Cloud: I don't have time to be messin' around with you guys.,Cloud,I don't have time to be messin' around with you guys.,11
Soldier: Enough babbling...... Grab him!!,Soldier,Enough babbling...... Grab him!!,4
Cloud: What a pain......,Cloud,What a pain......,3
Wedge: Cloud never came.,Wedge,Cloud never came.,3
Biggs: Cloud...... Wonder if he was killed?,Biggs,Cloud...... Wonder if he was killed?,6
Barret: No way!!,Barret,No way!!,2
Jessie: Cloud......,Jessie,Cloud......,1
"Biggs: Say, do you think Cloud's...... Going to fight to the end for AVALANCHE!?",Biggs,"Say, do you think Cloud's...... Going to fight to the end for AVALANCHE!?",13
Barret: The hell would I know!? Do I look like a mind reader? Hmph!! If y'all weren't such screw-ups...,Barret,The hell would I know!? Do I look like a mind reader? Hmph!! If y'all weren't such screw-ups...,18
"Wedge: Hey, Barret! What about our money...? Uh, nothin'...sorry. Ahhh......",Wedge,"Hey, Barret! What about our money...? Uh, nothin'...sorry. Ahhh......",9
Wedge: Cloud!!,Wedge,Cloud!!,1
Biggs: Cloud!!,Biggs,Cloud!!,1
Jessie: Cloud......,Jessie,Cloud......,1
Cloud: Looks like I'm a little late.,Cloud,Looks like I'm a little late.,6
"Barret: You damn right, you're late!! Come waltzin' in here makin' a big scene!",Barret,"You damn right, you're late!! Come waltzin' in here makin' a big scene!",13
Cloud: It's no big deal. Just what I always do.,Cloud,It's no big deal. Just what I always do.,9
Barret: Shi't! Havin' everyone worried like that you don't give a damn 'bout no one but yourself!,Barret,Shi't! Havin' everyone worried like that you don't give a damn 'bout no one but yourself!,16
Cloud: Hmm...... You were worried about me!,Cloud,Hmm...... You were worried about me!,6
"Barret: Wha!? I'm takin' it outta your money, hot stuff!",Barret,"Wha!? I'm takin' it outta your money, hot stuff!",9
Barret: Wake up! We're movin' out! Follow me!,Barret,Wake up! We're movin' out! Follow me!,7
"Wedge: Hey, Cloud!! You were great back there!",Wedge,"Hey, Cloud!! You were great back there!",7
Biggs: Heh heh......Cloud! We'll do even better next time.,Biggs,Heh heh......Cloud! We'll do even better next time.,8
"Jessie: Be careful, I'll shut this.",Jessie,"Be careful, I'll shut this.",5
"Jessie: Oh, Cloud!! Your face is pitch-black......",Jessie,"Oh, Cloud!! Your face is pitch-black......",6
Jessie: There you go!,Jessie,There you go!,3
"Jessie: Say, thanks for helping me back there at the Reactor!",Jessie,"Say, thanks for helping me back there at the Reactor!",10
"On-screen: Last train out of Sector 8 Station. Last stop is Sector 7, Train Graveyard. Expected time of arrival is 12:23AM, Midgar Standard Time...",On-screen,"Last train out of Sector 8 Station. Last stop is Sector 7, Train Graveyard. Expected time of arrival is 1223AM, Midgar Standard Time...",23
NPC: This is why I hate the last train. Hoo-boy...,NPC,This is why I hate the last train. Hoo-boy...,9
"NPC: Huh...? This is my house, so make yourselves at home.",NPC,"Huh...? This is my house, so make yourselves at home.",10
NPC: You see the headlines in the Shinra Times? The terrorists that bombed the No. 1 Reactor are based somewhere in the slums. ...blowing up a Reactor... they sure put some thought into this one. They must have a real calculating leader. I wonder what they'll do next?,NPC,You see the headlines in the Shinra Times? The terrorists that bombed the No. 1 Reactor are based somewhere in the slums. ...blowing up a Reactor... they sure put some thought into this one. They must have a real calculating leader. I wonder what they'll do next?,47
Barret: Stop actin' like a damn kid. Si'down an' shu'up!,Barret,Stop actin' like a damn kid. Si'down an' shu'up!,9
Biggs: It seems this train hasn't switched to security mode yet. I'm sure that will change by tomorrow.,Biggs,It seems this train hasn't switched to security mode yet. I'm sure that will change by tomorrow.,17
Biggs: ...YAWN...that sure took its toll on me. I'm gonna sleep till we get to the station.,Biggs,...YAWN...that sure took its toll on me. I'm gonna sleep till we get to the station.,16
"Wedge: Someday AVALANCHE's gonna be famous ...and me, too!",Wedge,"Someday AVALANCHE's gonna be famous ...and me, too!",8
Wedge: Cloud!! Don't ya think I got a bright future ahead of me?,Wedge,Cloud!! Don't ya think I got a bright future ahead of me?,12
"Wedge: All my life, I felt like nothin' but a sidekick. But, after joinin' AVALANCHE and tryin' to save the Planet, I feel like I can do lots of things.",Wedge,"All my life, I felt like nothin' but a sidekick. But, after joinin' AVALANCHE and tryin' to save the Planet, I feel like I can do lots of things.",29
"Wedge: Oh man, that's pretty harsh, Cloud. You really think I won't?",Wedge,"Oh man, that's pretty harsh, Cloud. You really think I won't?",11
NPC: Please!! You're bothering the other passengers.,NPC,Please!! You're bothering the other passengers.,6
"Jessie: Hey, Cloud. You want to look at this with me? It's a map of the Midgar Rail System. Let's look at it together. I'll explain it to you.",Jessie,"Hey, Cloud. You want to look at this with me? It's a map of the Midgar Rail System. Let's look at it together. I'll explain it to you.",28
"Jessie: I like this kinda stuff. Bombs and monitors...you know, flashy stuff.",Jessie,"I like this kinda stuff. Bombs and monitors...you know, flashy stuff.",11
"Jessie: Okay, it's about to start.",Jessie,"Okay, it's about to start.",5
"Jessie: This is a complete model of the city of Midgar. It's about a 1/10000 scale. The top plate is about 50 meters above ground. A main support structure holds the plate up in the center, and there are other support structures built in each section... psst...whisper...whisper... (The No. 1 Reactor we blew up was in the northern section.) Then there's No.2, No.3 all the way up to the No.8 Reactor. The 8 Reactors provide Midgar with electricity. Each town used to have a name, but no one in Midgar remembers them. Instead of names, we refer to them by numbered sectors. That's the kind of place this is.",Jessie,"This is a complete model of the city of Midgar. It's about a 1/10000 scale. The top plate is about 50 meters above ground. A main support structure holds the plate up in the center, and there are other support structures built in each section... psst...whisper...whisper... (The No. 1 Reactor we blew up was in the northern section.) Then there's No.2, No.3 all the way up to the No.8 Reactor. The 8 Reactors provide Midgar with electricity. Each town used to have a name, but no one in Midgar remembers them. Instead of names, we refer to them by numbered sectors. That's the kind of place this is.",108
"Jessie: Phew..., this is next! Look.",Jessie,"Phew..., this is next! Look.",5
"Jessie: This is the route this train is on. The route spirals around the main support structure. We should be coming around the center area, right now. At each checkpoint, an ID sensor device is set up. It can check the identities and background on each and every passenger on the train by linking it up to the central data bank at Shinra headquarters. whisper...whisper... (Anyone could tell that we look suspicious, so we're using fake ID's.)",Jessie,"This is the route this train is on. The route spirals around the main support structure. We should be coming around the center area, right now. At each checkpoint, an ID sensor device is set up. It can check the identities and background on each and every passenger on the train by linking it up to the central data bank at Shinra headquarters. whisper...whisper... (Anyone could tell that we look suspicious, so we're using fake ID's.)",76
"Jessie: Speak of the devil... That light means that we're in the ID Security Check area. ...whisper...whisper... (When the lights go off, you never know what kind of creeps'll come out.) ...anyhow, we're almost back now. That's a relief.",Jessie,"Speak of the devil... That light means that we're in the ID Security Check area. ...whisper...whisper... (When the lights go off, you never know what kind of creeps'll come out.) ...anyhow, we're almost back now. That's a relief.",38
"Biggs: ...snore...heebeebeeheebee...snore... (Don't act so damn big, Barret...snooze...)",Biggs,"...snore...heebeebeeheebee...snore... (Don't act so damn big, Barret...snooze...)",7
Wedge: I'm seein' stars. This sucks. I hate the dark.,Wedge,I'm seein' stars. This sucks. I hate the dark.,9
"Jessie: I know! Next time, I'll give you one I made myself.",Jessie,"I know! Next time, I'll give you one I made myself.",11
"Jessie: Oh yeah, you might regret it. I'm the type who takes things personal.",Jessie,"Oh yeah, you might regret it. I'm the type who takes things personal.",13
"Jessie: Okay, then I'll put a little extra effort in and make it with a BANG.",Jessie,"Okay, then I'll put a little extra effort in and make it with a BANG.",15
"Jessie: We're almost there. After talking with you, I really want to do it! I think you've lit my fuse!",Jessie,"We're almost there. After talking with you, I really want to do it! I think you've lit my fuse!",19
Barret: Look...you can see the surface now. This city don't have no day or night. If that plate weren't there... we could see the sky.,Barret,Look...you can see the surface now. This city don't have no day or night. If that plate weren't there... we could see the sky.,24
Cloud: A floating city... Pretty unsettling scenery.,Cloud,A floating city... Pretty unsettling scenery.,6
Barret: Huh? Never expect ta hear that outta someone like you. ...you jes' full of surprises.,Barret,Huh? Never expect ta hear that outta someone like you. ...you jes' full of surprises.,15
"Barret: The upper world...a city on a plate... It's 'cuz of that &^#$# 'pizza', that people underneath are sufferin'! And the city below is full of polluted air. On topa that, the Reactor keeps drainin' up all the energy.",Barret,"The upper world...a city on a plate... It's 'cuz of that &^#$# 'pizza', that people underneath are sufferin'! And the city below is full of polluted air. On topa that, the Reactor keeps drainin' up all the energy.",38
Cloud: Then why doesn't everyone move onto the Plate?,Cloud,Then why doesn't everyone move onto the Plate?,8
"Barret: Dunno. Probably 'cuz they ain't got no money. Or, maybe... 'Cuz they love their land, no matter how polluted it gets.",Barret,"Dunno. Probably 'cuz they ain't got no money. Or, maybe... 'Cuz they love their land, no matter how polluted it gets.",21
Cloud: I know... no one lives in the slums because they want to. It's like this train. It can't run anywhere except where its rails take it.,Cloud,I know... no one lives in the slums because they want to. It's like this train. It can't run anywhere except where its rails take it.,26
"Barret: Yo!! Get over here, all'ya!!",Barret,"Yo!! Get over here, all'ya!!",5
"Barret: Yo, Cloud! You lissen up!",Barret,"Yo, Cloud! You lissen up!",5
Barret: This mission was a success. But don't get lazy now. The hard part's still to come! Don't y'all be scared of that explosion! Cause the next one's gonna be bigger than that! Meet back at the hideout!! Move out!,Barret,This mission was a success. But don't get lazy now. The hard part's still to come! Don't y'all be scared of that explosion! Cause the next one's gonna be bigger than that! Meet back at the hideout!! Move out!,39
Barret: Ok! Go on ahead.,Barret,Ok! Go on ahead.,4
Barret: You! Cloud!! Get off your slow-movin' ass!!,Barret,You! Cloud!! Get off your slow-movin' ass!!,7
Barret: Heh heh... You wanna meet your little baby?,Barret,Heh heh... You wanna meet your little baby?,8
Barret: Hey! Don' act like you don't know what I mean! I'm tellin' you...,Barret,Hey! Don' act like you don't know what I mean! I'm tellin' you...,13
Barret: Heh! Jes calm down. Can't have people suspectin' us.,Barret,Heh! Jes calm down. Can't have people suspectin' us.,9
Marlene: Papa!!,Marlene,Papa!!,1
"Tifa: Marlene! Aren't you going to say anything to Cloud? Welcome home, Cloud. Looks like everything went well. Did you fight with Barret?",Tifa,"Marlene! Aren't you going to say anything to Cloud? Welcome home, Cloud. Looks like everything went well. Did you fight with Barret?",22
"Tifa: I should have known. He's always pushing people around, and you've always been in fights ever since you were little. I was worried.",Tifa,"I should have known. He's always pushing people around, and you've always been in fights ever since you were little. I was worried.",23
Tifa: Hmm. You've grown up. When you were little you used to get into fights at the drop of a hat.,Tifa,Hmm. You've grown up. When you were little you used to get into fights at the drop of a hat.,20
On-screen: Please enter a name.,On-screen,Please enter a name.,4
"Tifa: Flowers? How nice... You almost never see them here in the slums. But... A flower for me? Oh Cloud, you shouldn't have...",Tifa,"Flowers? How nice... You almost never see them here in the slums. But... A flower for me? Oh Cloud, you shouldn't have...",22
Cloud: No big.,Cloud,No big.,2
"Tifa: Thank you, Cloud. It smells wonderful. Maybe I should fill the store with flowers. Cloud, this one still has roots. I can probably start others from it.",Tifa,"Thank you, Cloud. It smells wonderful. Maybe I should fill the store with flowers. Cloud, this one still has roots. I can probably start others from it.",27
Tifa: I'm so glad everyone's safe.,Tifa,I'm so glad everyone's safe.,5
Biggs: Aaah!! Nothin' like that first drink after a job. Hic!! Why don't you have one too?,Biggs,Aaah!! Nothin' like that first drink after a job. Hic!! Why don't you have one too?,16
Biggs: What!? You tellin' me you're too good to drink with me? Don't act big-headed jus' because you were in SOLDIER!,Biggs,What!? You tellin' me you're too good to drink with me? Don't act big-headed jus' because you were in SOLDIER!,20
"Biggs: Oh!! That's more like it!! Even if you were with SOLDIER, you're still a rookie here. So you'd better listen to whatever I tell ya!",Biggs,"Oh!! That's more like it!! Even if you were with SOLDIER, you're still a rookie here. So you'd better listen to whatever I tell ya!",25
Biggs: Hic...!! Oh...... Don't tell Barret what I jus said.,Biggs,Hic...!! Oh...... Don't tell Barret what I jus said.,9
"Wedge: Oh, Cloud! Tifa really knows how to cook. Mmm, mmm...... Anyway, let me tell you somethin'",Wedge,"Oh, Cloud! Tifa really knows how to cook. Mmm, mmm...... Anyway, let me tell you somethin'",16
"Wedge: Tifa always lets me taste her cooking. And look at me now, I'm rolly-polly. Don't know whether I should be happy or sad. But it's the good food and drinks that make this shop famous.",Wedge,"Tifa always lets me taste her cooking. And look at me now, I'm rolly-polly. Don't know whether I should be happy or sad. But it's the good food and drinks that make this shop famous.",35
Wedge: Cloud...... ......forget it.,Wedge,Cloud...... ......forget it.,3
Jessie: Careless...... You're getting all excited. Wonder what for......?,Jessie,Careless...... You're getting all excited. Wonder what for......?,8
Marlene: ............,Marlene,............,1
"Tifa: Sorry, Cloud. Marlene seems a little shy.",Tifa,"Sorry, Cloud. Marlene seems a little shy.",7
"Marlene: Papa, welcome home!",Marlene,"Papa, welcome home!",3
Barret: Yeah. Huh? Where'd you get that flower?,Barret,Yeah. Huh? Where'd you get that flower?,7
Marlene: Cloud gave it to me.,Marlene,Cloud gave it to me.,5
Barret: Oh...... Did you thank him? ............,Barret,Oh...... Did you thank him? ............,6
"Marlene: Thank you, Cloud. We'll take care of you.",Marlene,"Thank you, Cloud. We'll take care of you.",8
"Tifa: You all right, Barret?",Tifa,"You all right, Barret?",4
Barret: Great!!,Barret,Great!!,1
"Barret: Get in here, fools!! We're startin' the meetin'!!",Barret,"Get in here, fools!! We're startin' the meetin'!!",8
Tifa: Cloud... come over here.,Tifa,Cloud... come over here.,4
Tifa: Sit down. How about... ...something to drink?,Tifa,Sit down. How about... ...something to drink?,7
"Tifa: OHH!! I can make a drink just as good as anyone else. Everyone says, my drinks taste the best!",Tifa,"OHH!! I can make a drink just as good as anyone else. Everyone says, my drinks taste the best!",19
Tifa: Just a minute. I'll make one for you.,Tifa,Just a minute. I'll make one for you.,8
"Tifa: You know, I'm relieved you made it back safely.",Tifa,"You know, I'm relieved you made it back safely.",9
Cloud: What's with you all of a sudden? That wasn't even a tough job.,Cloud,What's with you all of a sudden? That wasn't even a tough job.,13
Tifa: I guess not... You were in SOLDIER. Make sure you get your pay from Barret.,Tifa,I guess not... You were in SOLDIER. Make sure you get your pay from Barret.,15
"Cloud: Don't worry. Once I get that money, I'm outta here.",Cloud,"Don't worry. Once I get that money, I'm outta here.",10
Tifa: Cloud. Are you feeling all right?,Tifa,Cloud. Are you feeling all right?,6
Cloud: ...yeah... Why?,Cloud,...yeah... Why?,2
Tifa: No reason. You just look a little tired I guess.,Tifa,No reason. You just look a little tired I guess.,10
Tifa: You'd better go down below.,Tifa,You'd better go down below.,5
"President Shinra: .........today the No.1 Reactor was bombed. The terrorist group AVALANCHE has claimed responsibility for the bombing. It is expected that AVALANCHE will continue its reign of terror. But citizens of Midgar, there is no need to fear. I have immediately mobilized SOLDIER to protect our citizenry against this senseless violence. Thank you and good night.",President Shinra,".........today the No.1 Reactor was bombed. The terrorist group AVALANCHE has claimed responsibility for the bombing. It is expected that AVALANCHE will continue its reign of terror. But citizens of Midgar, there is no need to fear. I have immediately mobilized SOLDIER to protect our citizenry against this senseless violence. Thank you and good night.",55
Wedge: You think I'm a little too uptight?,Wedge,You think I'm a little too uptight?,7
"Wedge: The next mission will be to blow up the Sector 5 Reactor. Cloud, you're great! Don't you ever get nervous? Or are you like, impervious to feelings? Naw, that couldn't be it.",Wedge,"The next mission will be to blow up the Sector 5 Reactor. Cloud, you're great! Don't you ever get nervous? Or are you like, impervious to feelings? Naw, that couldn't be it.",32
"Wedge: Well, that's ok. Don't worry about me. I don't look like it, but I'm a coward at heart.",Wedge,"Well, that's ok. Don't worry about me. I don't look like it, but I'm a coward at heart.",18
"Jessie: Oops... Hey, look at the news... What a blast. Think it was all because of my bomb? But all I really did was just make it like the computer told me. Oh no! I must've made a miscalculation somewhere.",Jessie,"Oops... Hey, look at the news... What a blast. Think it was all because of my bomb? But all I really did was just make it like the computer told me. Oh no! I must've made a miscalculation somewhere.",39
"Jessie: Hey, that was my bomb's debut. Makes me kinda proud.",Jessie,"Hey, that was my bomb's debut. Makes me kinda proud.",10
"Barret: Yo, Cloud! There's somethin' I wanna ask ya. Was there anyone from SOLDIER fighting us today?",Barret,"Yo, Cloud! There's somethin' I wanna ask ya. Was there anyone from SOLDIER fighting us today?",16
Cloud: None. I'm positive.,Cloud,None. I'm positive.,3
Barret: You sound pretty sure.,Barret,You sound pretty sure.,4
Cloud: If there was anyone from SOLDIER you wouldn't be standing here now.,Cloud,If there was anyone from SOLDIER you wouldn't be standing here now.,12
Barret: Don't go thinkin' you so bad jes cuz you was in SOLDIER.,Barret,Don't go thinkin' you so bad jes cuz you was in SOLDIER.,12
Cloud: ............,Cloud,............,1
"Barret: Yeah, you're strong. Probably all them guys in SOLDIER are. But don't forget that your skinny ass's workin' for AVALANCHE now! Don't get no ideas 'bout hangin' on to Shinra.",Barret,"Yeah, you're strong. Probably all them guys in SOLDIER are. But don't forget that your skinny ass's workin' for AVALANCHE now! Don't get no ideas 'bout hangin' on to Shinra.",30
Cloud: Stayin' with Shinra? You asked me a question and I answered it...that's all.,Cloud,Stayin' with Shinra? You asked me a question and I answered it...that's all.,13
Cloud: I'm going upstairs. I want to talk about my money.,Cloud,I'm going upstairs. I want to talk about my money.,10
Barret: Shucks!! ............money...,Barret,Shucks!! ............money...,2
"Marlene: Papa, you're so great!",Marlene,"Papa, you're so great!",4
"Tifa: Wait, Cloud!",Tifa,"Wait, Cloud!",2
Barret: Tifa! Let him go! Looks like he still misses the Shinra!,Barret,Tifa! Let him go! Looks like he still misses the Shinra!,11
Cloud: Shut up! I don't care about either Shinra or SOLDIER! But don't get me wrong! I don't care about AVALANCHE or the Planet for that matter!,Cloud,Shut up! I don't care about either Shinra or SOLDIER! But don't get me wrong! I don't care about AVALANCHE or the Planet for that matter!,26
"Wedge: .......Cloud. You say you don't care, but you came to talk to me. Cloud... You just want friends. Isn't that right?",Wedge,".......Cloud. You say you don't care, but you came to talk to me. Cloud... You just want friends. Isn't that right?",21
"Wedge: Yeah, well. You look kind of lonely to me. If you ever got anything you want to get off your chest, you can always talk to me.",Wedge,"Yeah, well. You look kind of lonely to me. If you ever got anything you want to get off your chest, you can always talk to me.",27
Wedge: You're terrible. Real cold blooded.,Wedge,You're terrible. Real cold blooded.,5
"Jessie: Money... Oh my. It must have been for a lot of it. Sure! Well, what the hell? It's a verbal agreement. Now let me figure this out. Oh stop it, Cloud! Did you hear me?",Jessie,"Money... Oh my. It must have been for a lot of it. Sure! Well, what the hell? It's a verbal agreement. Now let me figure this out. Oh stop it, Cloud! Did you hear me?",35
Tifa: Straighten things up with everyone for me.,Tifa,Straighten things up with everyone for me.,7
"Tifa: Listen, Cloud. I'm asking you. Please join us.",Tifa,"Listen, Cloud. I'm asking you. Please join us.",8
Cloud: Sorry Tifa...,Cloud,Sorry Tifa...,2
Tifa: The Planet is dying. Slowly but surely it's dying. Someone has to do something.,Tifa,The Planet is dying. Slowly but surely it's dying. Someone has to do something.,14
Cloud: So let Barret and his buddies do something about it. It's got nothin' to do with me.,Cloud,So let Barret and his buddies do something about it. It's got nothin' to do with me.,17
Barret: You damn right we'll do something about it. N' you stay outta this Tifa!,Barret,You damn right we'll do something about it. N' you stay outta this Tifa!,14
Tifa: So! You're really leaving!? You're just going to walk right out ignoring your childhood friend!?,Tifa,So! You're really leaving !? You're just going to walk right out ignoring your childhood friend !?,15
Cloud: What......?,Cloud,What......?,1
"Tifa: ......You forgot the promise, too.",Tifa,"......You forgot the promise, too.",5
Cloud: Promise?,Cloud,Promise?,1
Tifa: So you DID forget.,Tifa,So you DID forget.,4
Tifa: Remember......Cloud. It was seven years ago...,Tifa,Remember......Cloud. It was seven years ago...,6
"Tifa: Look, the well. Do you remember?",Tifa,"Look, the well. Do you remember?",6
"Cloud: Yeah...back then. I thought you would never come, and I was getting a little cold.",Cloud,"Yeah...back then. I thought you would never come, and I was getting a little cold.",15
Tifa (in flashback): Sorry I'm late. You said you wanted to talk to me about something?,Tifa ,Sorry I'm late. You said you wanted to talk to me about something?,13
Cloud (in flashback): Come this spring...I'm leaving this town for Midgar.,Cloud ,Come this spring...I'm leaving this town for Midgar.,8
Tifa (in flashback): ...All boys are leaving our town.,Tifa ,...All boys are leaving our town.,6
"Cloud (in flashback): But I'm different from all of them. I'm not just going to find a job. I want to join SOLDIER. I'm going to be the best there is, just like Sephiroth!",Cloud ,"But I'm different from all of them. I'm not just going to find a job. I want to join SOLDIER. I'm going to be the best there is, just like Sephiroth!",31
Tifa (in flashback): Sephiroth... The Great Sephiroth. Isn't it hard to join SOLDIER?,Tifa ,Sephiroth... The Great Sephiroth. Isn't it hard to join SOLDIER?,10
Cloud (in flashback): ...I probably won't be able to come back to this town for a while.,Cloud ,...I probably won't be able to come back to this town for a while.,14
Cloud (in flashback): ...huh?,Cloud ,...huh?,1
